,naziv_opstine_clean,naziv_okruga_clean,NazivOpstine,NazivOkruga1,Datum,01. Povrsina,02. Teritorija pod sumom,"03. Teritorija pod sumom, kao % ukupne povrsine",04. Broj naselja,05. Gustina naseljenosti,06. Broj domacinstava,07. Broj stanovnika,"08. Broj stanovnika, musko","09. Broj stanovnika, zensko",10. Stopa maskuliniteta,11. Stopa feminiteta,12. Stanovnistvo - Predskolski uzrast (0-6),"13. Stanovnistvo - Predskolski uzrast (0-6), kao % ukupnog stanovnistva",14. Stanovnistvo - Osnovnoskolski uzrast (7-14),"15. Stanovnistvo - Osnovnoskolski uzrast (7-14), kao % ukupnog stanovnistva",16. Stanovnistvo - Srednjoskolski uzrast (15-18),"17. Stanovnistvo - Srednjoskolski uzrast (15-18), kao % ukupnog stanovnistva",18. Stanovnistvo - Punoletno stanovnistvo (18 i vise),"19. Stanovnistvo - Punoletno stanovnistvo (18 i vise), kao % ukupnog stanovnistva",20. Stanovnistvo - Mladi (15-29 godina),"21. Stanovnistvo - Mladi (15-29 godina), kao % ukupnog stanovnistva",22. Stanovnistvo - Radno sposobno stanovnistvo (15-64),"23. Stanovnistvo - Radno sposobno stanovnistvo (15-64), kao % ukupnog stanovnistva",24. Stanovnistvo - Zene u fertilnom periodu (15-49),"25. Stanovnistvo - Zene u fertilnom periodu (15-49), kao % ukupnog stanovnistva",26. Stanovnistvo - Starije stanovnistvo (65 i vise),"27. Stanovnistvo - Starije stanovnistvo (65 i vise), kao % ukupnog stanovnistva",28. Prosecna starost stanovnistva,29. Indeks starenja,30. Natalitet,31. Stopa nataliteta,32. Mortalitet,33. Stopa mortaliteta,34. Broj umrle odojcadi,35. Broj umrle odojcadi na 1000 zivorodjenih,36. Prirodni prirastaj,37. Stopa prirodnog prirastaja,38. Vitalni indeks,39. Stopa ukupnog fertiliteta,"40. Ocekivano trajanje zivota, muskarci","41. Ocekivano trajanje zivota, zene",42. Stopa ukupne zavisnosti stanovnistva,43. Stopa zavisnosti mladjeg stanovnistva,44. Stopa zavisnosti starijeg stanovnistva,45. Zakljuceni brakovi,46. Razvedeni brakovi,47. Odnos zakljucenih i razvedenih brakova,48. Unutrasnji migracioni saldo,49. Duzina puteva,50. Gustina puteva,51. Putnicki automobili,52. Putnicki automobili na 1000 stanovnika,53. Domacinstva prikljucena na vodovodnu mrezu,"54. Domacinstva prikljucena na vodovodnu mrezu, kao % ukupnog broja domacinstava",55. Domacinstva prikljucena na kanalizacionu mrezu,"56. Domacinstva prikljucena na kanalizacionu mrezu, kao % ukupnog broja domacinstava",57. Broj izgradjenih stanova,58. Izgradjeni stanovi na 1000 stanovnika,"59. Glasaci na izborima za odbornike skupstina JLS, kao % ukupnih biraca","60. Zene, kao % odbornika u skupstinama JLS"
101,Coka,Severnobanatska oblast,Чока,Севернобанатска област,2012,321 км2,263.99 ха,0.8 %,8 Број,35 Број,4663 Број,11247 Број,5617 Број,5630 Број,1 Однос,1 Однос,575 Број,5.1 %,908 Број,8.1 %,531 Број,4.7 %,9366 Број,83.3 %,1968 Број,17.5 %,7644 Број,68 %,2254 Број,20 %,2120 Број,18.8 %,43.6 Број,140.6 Индекс,91 Број,8.09 ‰,221 Број,19.65 ‰,3 Број,33 ‰,-130 Број,-11.56 ‰,41.18 Индекс,1.56 Коефицијент,67.5 Број,72.7 Број,47.1 Број,19.4 Број,27.7 Број,43 Број,21 Број,2 Број,-44 Број,78.78 км,0.2 км,2177 Број,194 Број,4448 Број,95.4 %,1005 Број,21.6 %,0 Број,0 Број,63 %,48 %
102,Coka,Severnobanatska oblast,Чока,Севернобанатска област,2013,321 км2,263.99 ха,0.8 %,8 Број,35 Број,4663 Број,11080 Број,5534 Број,5546 Број,1 Однос,1 Однос,560 Број,5.1 %,893 Број,8.1 %,513 Број,4.6 %,9246 Број,83.4 %,1943 Број,17.5 %,7511 Број,67.8 %,2207 Број,19.9 %,2116 Број,19.1 %,43.77 Број,144.1 Индекс,77 Број,6.95 ‰,214 Број,19.31 ‰,1 Број,13 ‰,-137 Број,-12.36 ‰,35.98 Индекс,1.36 Коефицијент,68.3 Број,73 Број,47.5 Број,19.3 Број,28.2 Број,56 Број,19 Број,2.9 Број,-23 Број,123.95 км,0.4 км,2239 Број,202 Број,4448 Број,95.4 %,1008 Број,21.6 %,0 Број,0 Број,63 %,48 %
103,Coka,Severnobanatska oblast,Чока,Севернобанатска област,2014,321 км2,429.52 ха,1.3 %,8 Број,34 Број,4663 Број,10938 Број,5456 Број,5482 Број,1 Однос,1 Однос,563 Број,5.1 %,861 Број,7.9 %,496 Број,4.5 %,9152 Број,83.7 %,1916 Број,17.5 %,7372 Број,67.4 %,2171 Број,19.8 %,2142 Број,19.6 %,43.94 Број,148.2 Индекс,85 Број,7.77 ‰,198 Број,18.1 ‰,1 Број,11.8 ‰,-113 Број,-10.33 ‰,42.93 Индекс,1.47 Коефицијент,67 Број,73.9 Број,48.4 Број,19.3 Број,29.1 Број,45 Број,15 Број,3 Број,-11 Број,123.95 км,0.4 км,2214 Број,202 Број,4448 Број,95.4 %,1023 Број,21.9 %,1 Број,0.1 Број,63 %,48 %
104,Coka,Severnobanatska oblast,Чока,Севернобанатска област,2015,321 км2,429.52 ха,1.3 %,8 Број,34 Број,4663 Број,10795 Број,5381 Број,5414 Број,0.99 Однос,1.01 Однос,570 Број,5.3 %,831 Број,7.7 %,472 Број,4.4 %,9052 Број,83.9 %,1891 Број,17.5 %,7226 Број,66.9 %,2130 Број,19.7 %,2168 Број,20.1 %,44.07 Број,152.3 Индекс,87 Број,8.06 ‰,227 Број,21.03 ‰,1 Број,11.5 ‰,-140 Број,-12.97 ‰,38.33 Индекс,1.54 Коефицијент,67.4 Број,75.5 Број,49.4 Број,19.4 Број,30 Број,55 Број,25 Број,2.2 Број,-22 Број,123.95 км,0.4 км,2274 Број,211 Број,4488 Број,96.2 %,1036 Број,22.2 %,1 Број,0.1 Број,63 %,48 %
105,Coka,Severnobanatska oblast,Чока,Севернобанатска област,2016,321 км2,429.52 ха,1.3 %,8 Број,33 Број,4663 Број,10600 Број,5295 Број,5305 Број,1 Однос,1 Однос,557 Број,5.3 %,809 Број,7.6 %,445 Број,4.2 %,8905 Број,84 %,1860 Број,17.5 %,7064 Број,66.6 %,2068 Број,19.5 %,2170 Број,20.5 %,44.22 Број,157.1 Индекс,75 Број,7.08 ‰,207 Број,19.53 ‰,0 Број,0 ‰,-132 Број,-12.45 ‰,36.23 Индекс,1.36 Коефицијент,67.6 Број,76.4 Број,50.1 Број,19.3 Број,30.7 Број,66 Број,16 Број,4.1 Број,-96 Број,123.95 км,0.4 км,2360 Број,223 Број,4488 Број,96.2 %,1036 Број,22.2 %,2 Број,0.2 Број,56.4 %,40 %
106,Coka,Severnobanatska oblast,Чока,Севернобанатска област,2017,321 км2,447.53 ха,1.4 %,8 Број,32 Број,4663 Број,10407 Број,5212 Број,5195 Број,1 Однос,1 Однос,541 Број,5.2 %,768 Број,7.4 %,443 Број,4.3 %,8767 Број,84.2 %,1831 Број,17.6 %,6913 Број,66.4 %,2021 Број,19.4 %,2185 Број,21 %,44.47 Број,162.6 Индекс,73 Број,7.01 ‰,196 Број,18.83 ‰,1 Број,13.7 ‰,-123 Број,-11.82 ‰,37.24 Индекс,1.34 Коефицијент,66.4 Број,76.8 Број,50.5 Број,18.9 Број,31.6 Број,53 Број,23 Број,2.3 Број,-34 Број,66.92 км,0.2 км,2434 Број,234 Број,4488 Број,96.2 %,1207 Број,25.9 %,1 Број,0.1 Број,56.4 %,40 %
107,Coka,Severnobanatska oblast,Чока,Севернобанатска област,2018,321 км2,447.53 ха,1.4 %,8 Број,32 Број,4663 Број,10262 Број,5149 Број,5113 Број,1.01 Однос,0.99 Однос,552 Број,5.4 %,721 Број,7 %,451 Број,4.4 %,8652 Број,84.3 %,1807 Број,17.6 %,6803 Број,66.3 %,1993 Број,19.4 %,2186 Број,21.3 %,44.57 Број,164 Индекс,78 Број,7.6 ‰,218 Број,21.24 ‰,0 Број,0 ‰,-140 Број,-13.64 ‰,35.78 Индекс,1.45 Коефицијент,68.6 Број,75.8 Број,50.8 Број,18.7 Број,32.1 Број,55 Број,16 Број,3.4 Број,6 Број,66.92 км,0.2 км,2461 Број,240 Број,4488 Број,96.2 %,1207 Број,25.9 %,4 Број,0.4 Број,56.4 %,40 %
108,Coka,Severnobanatska oblast,Чока,Севернобанатска област,2019,321 км2,447.53 ха,1.4 %,8 Број,32 Број,4663 Број,10123 Број,5092 Број,5031 Број,1.01 Однос,0.99 Однос,557 Број,5.5 %,685 Број,6.8 %,451 Број,4.5 %,8537 Број,84.3 %,1780 Број,17.6 %,6701 Број,66.2 %,1966 Број,19.4 %,2180 Број,21.5 %,44.64 Број,164.5 Индекс,79 Број,7.8 ‰,194 Број,19.16 ‰,1 Број,12.7 ‰,-115 Број,-11.36 ‰,40.72 Индекс,1.51 Коефицијент,67.9 Број,75.3 Број,51.1 Број,18.5 Број,32.5 Број,47 Број,22 Број,2.1 Број,-28 Број,66.92 км,0.2 км,2579 Број,255 Број,4488 Број,96.2 %,1207 Број,25.9 %,1 Број,0.1 Број,56.4 %,40 %
109,Coka,Severnobanatska oblast,Чока,Севернобанатска област,2020,321 км2,354.12 ха,1.1 %,8 Број,31 Број,4663 Број,10030 Број,5042 Број,4988 Број,1.01 Однос,0.99 Однос,566 Број,5.6 %,663 Број,6.6 %,451 Број,4.5 %,8464 Број,84.4 %,1761 Број,17.6 %,6607 Број,65.9 %,1962 Број,19.6 %,2194 Број,21.9 %,44.64 Број,166 Индекс,84 Број,8.37 ‰,198 Број,19.74 ‰,0 Број,0 ‰,-114 Број,-11.37 ‰,42.42 Индекс,1.59 Коефицијент,69.9 Број,74.9 Број,51.8 Број,18.6 Број,33.2 Број,29 Број,7 Број,4.1 Број,70 Број,66.92 км,0.2 км,2649 Број,264 Број,4488 Број,96.2 %,1207 Број,25.9 %,0 Број,0 Број,58 %,40 %
110,Indjija,Sremska oblast,Инђија,Сремска област,2011,385 км2,487.8 ха,1.3 %,11 Број,123 Број,15695 Број,47428 Број,23411 Број,24017 Број,0.97 Однос,1.03 Однос,3031 Број,6.4 %,3456 Број,7.3 %,2151 Број,4.5 %,39338 Број,82.9 %,8940 Број,18.8 %,33041 Број,69.7 %,10625 Број,22.4 %,7900 Број,16.7 %,42.16 Број,123.3 Индекс,366 Број,7.72 ‰,593 Број,12.5 ‰,4 Број,10.9 ‰,-227 Број,-4.79 ‰,61.72 Индекс,1.22 Коефицијент,71.4 Број,76.2 Број,43.5 Број,19.6 Број,23.9 Број,249 Број,1 Број,249 Број,21 Број,174.55 км,0.5 км,10187 Број,215 Број,13428 Број,85.6 %,9163 Број,58.4 %,249 Број,5.3 Број,65.2 %,29.7 %
111,Indjija,Sremska oblast,Инђија,Сремска област,2012,385 км2,487.8 ха,1.3 %,11 Број,123 Број,15695 Број,47234 Број,23339 Број,23895 Број,0.98 Однос,1.02 Однос,3032 Број,6.4 %,3441 Број,7.3 %,2053 Број,4.3 %,39258 Број,83.1 %,8701 Број,18.4 %,32701 Број,69.2 %,10462 Број,22.1 %,8060 Број,17.1 %,42.4 Број,127.4 Индекс,435 Број,9.21 ‰,640 Број,13.55 ‰,0 Број,0 ‰,-205 Број,-4.34 ‰,67.97 Индекс,1.47 Коефицијент,72.4 Број,76.8 Број,44.4 Број,19.8 Број,24.6 Број,234 Број,3 Број,78 Број,25 Број,189.01 км,0.5 км,10669 Број,226 Број,13428 Број,85.6 %,9163 Број,58.4 %,106 Број,2.2 Број,61.1 %,29.7 %
112,Indjija,Sremska oblast,Инђија,Сремска област,2013,385 км2,487.8 ха,1.3 %,11 Број,122 Број,15695 Број,47046 Број,23248 Број,23798 Број,0.98 Однос,1.02 Однос,3056 Број,6.5 %,3441 Број,7.3 %,1939 Број,4.1 %,39156 Број,83.2 %,8444 Број,17.9 %,32311 Број,68.7 %,10286 Број,21.9 %,8238 Број,17.5 %,42.59 Број,131.7 Индекс,432 Број,9.18 ‰,618 Број,13.14 ‰,2 Број,4.6 ‰,-186 Број,-3.95 ‰,69.9 Индекс,1.48 Коефицијент,72.8 Број,78.1 Број,45.6 Број,20.1 Број,25.5 Број,264 Број,85 Број,3.1 Број,-11 Број,153.99 км,0.4 км,10869 Број,231 Број,13500 Број,86 %,9319 Број,59.4 %,202 Број,4.3 Број,61.1 %,29.7 %
113,Indjija,Sremska oblast,Инђија,Сремска област,2014,385 км2,821.65 ха,2.1 %,11 Број,122 Број,15695 Број,46871 Број,23147 Број,23724 Број,0.98 Однос,1.02 Однос,3059 Број,6.5 %,3464 Број,7.4 %,1831 Број,3.9 %,39035 Број,83.3 %,8202 Број,17.5 %,31903 Број,68.1 %,10132 Број,21.6 %,8445 Број,18 %,42.78 Број,136.1 Индекс,470 Број,10.03 ‰,635 Број,13.55 ‰,4 Број,8.5 ‰,-165 Број,-3.52 ‰,74.02 Индекс,1.62 Коефицијент,72.7 Број,78.3 Број,46.9 Број,20.4 Број,26.5 Број,279 Број,38 Број,7.3 Број,11 Број,153.99 км,0.4 км,11169 Број,238 Број,13500 Број,86 %,9320 Број,59.4 %,14 Број,0.3 Број,61.1 %,29.7 %
114,Indjija,Sremska oblast,Инђија,Сремска област,2015,385 км2,821.65 ха,2.1 %,11 Број,121 Број,15695 Број,46641 Број,23044 Број,23597 Број,0.98 Однос,1.02 Однос,3071 Број,6.6 %,3510 Број,7.5 %,1732 Број,3.7 %,38774 Број,83.1 %,7921 Број,17 %,31412 Број,67.3 %,9949 Број,21.3 %,8648 Број,18.5 %,42.94 Број,139.8 Индекс,469 Број,10.06 ‰,650 Број,13.94 ‰,0 Број,0 ‰,-181 Број,-3.88 ‰,72.15 Индекс,1.65 Коефицијент,72.5 Број,78.7 Број,48.5 Број,21 Број,27.5 Број,253 Број,89 Број,2.8 Број,-126 Број,153.99 км,0.4 км,11555 Број,248 Број,13500 Број,86 %,9320 Број,59.4 %,49 Број,1.1 Број,61.1 %,29.7 %
115,Indjija,Sremska oblast,Инђија,Сремска област,2016,385 км2,821.65 ха,2.1 %,11 Број,120 Број,15695 Број,46390 Број,22929 Број,23461 Број,0.98 Однос,1.02 Однос,3109 Број,6.7 %,3537 Број,7.6 %,1695 Број,3.7 %,38477 Број,82.9 %,7639 Број,16.5 %,30944 Број,66.7 %,9742 Број,21 %,8800 Број,19 %,43.09 Број,142.8 Индекс,449 Број,9.68 ‰,652 Број,14.05 ‰,2 Број,4.5 ‰,-203 Број,-4.38 ‰,68.87 Индекс,1.61 Коефицијент,72.5 Број,78.3 Број,49.9 Број,21.5 Број,28.4 Број,230 Број,68 Број,3.4 Број,8 Број,153.99 км,0.4 км,12051 Број,260 Број,13500 Број,86 %,9320 Број,59.4 %,17 Број,0.4 Број,61.9 %,29.7 %
116,Indjija,Sremska oblast,Инђија,Сремска област,2017,385 км2,800.66 ха,2.1 %,11 Број,120 Број,15695 Број,46119 Број,22795 Број,23324 Број,0.98 Однос,1.02 Однос,3128 Број,6.8 %,3535 Број,7.7 %,1703 Број,3.7 %,38186 Број,82.8 %,7433 Број,16.1 %,30487 Број,66.1 %,9596 Број,20.8 %,8969 Број,19.4 %,43.24 Број,144.4 Индекс,422 Број,9.15 ‰,691 Број,14.98 ‰,0 Број,0 ‰,-269 Број,-5.83 ‰,61.07 Индекс,1.53 Коефицијент,72.5 Број,78.3 Број,51.3 Број,21.9 Број,29.4 Број,238 Број,90 Број,2.6 Број,-77 Број,165.88 км,0.4 км,12620 Број,274 Број,13500 Број,86 %,9320 Број,59.4 %,16 Број,0.3 Број,61.9 %,29.7 %
117,Indjija,Sremska oblast,Инђија,Сремска област,2018,385 км2,800.66 ха,2.1 %,11 Број,119 Број,15695 Број,45854 Број,22683 Број,23171 Број,0.98 Однос,1.02 Однос,3170 Број,6.9 %,3507 Број,7.6 %,1717 Број,3.7 %,37880 Број,82.6 %,7255 Број,15.8 %,30000 Број,65.4 %,9492 Број,20.7 %,9177 Број,20 %,43.35 Број,144.8 Индекс,463 Број,10.1 ‰,663 Број,14.46 ‰,0 Број,0 ‰,-200 Број,-4.36 ‰,69.83 Индекс,1.73 Коефицијент,73.1 Број,78.3 Број,52.8 Број,22.3 Број,30.6 Број,231 Број,99 Број,2.3 Број,16 Број,165.85 км,0.4 км,13043 Број,284 Број,13600 Број,86.7 %,9573 Број,61 %,74 Број,1.6 Број,61.9 %,29.7 %
118,Indjija,Sremska oblast,Инђија,Сремска област,2019,385 км2,800.66 ха,2.1 %,11 Број,119 Број,15695 Број,45642 Број,22585 Број,23057 Број,0.98 Однос,1.02 Однос,3200 Број,7 %,3502 Број,7.7 %,1727 Број,3.8 %,37632 Број,82.5 %,7112 Број,15.6 %,29544 Број,64.7 %,9393 Број,20.6 %,9396 Број,20.6 %,43.49 Број,145.7 Индекс,417 Број,9.14 ‰,645 Број,14.13 ‰,1 Број,2.4 ‰,-228 Број,-5 ‰,64.65 Индекс,1.57 Коефицијент,72.9 Број,78.6 Број,54.5 Број,22.7 Број,31.8 Број,249 Број,104 Број,2.4 Број,-12 Број,209.85 км,0.5 км,13514 Број,296 Број,13600 Број,86.7 %,9573 Број,61 %,172 Број,3.8 Број,61.9 %,29.7 %
119,Indjija,Sremska oblast,Инђија,Сремска област,2020,385 км2,781.65 ха,2 %,11 Број,118 Број,15695 Број,45336 Број,22432 Број,22904 Број,0.98 Однос,1.02 Однос,3162 Број,7 %,3526 Број,7.8 %,1738 Број,3.8 %,37349 Број,82.4 %,7001 Број,15.4 %,29082 Број,64.1 %,9277 Број,20.5 %,9566 Број,21.1 %,43.56 Број,146.6 Индекс,389 Број,8.58 ‰,761 Број,16.79 ‰,0 Број,0 ‰,-372 Број,-8.21 ‰,51.12 Индекс,1.51 Коефицијент,73 Број,78 Број,55.9 Број,23 Број,32.9 Број,159 Број,87 Број,1.8 Број,-1 Број,170.65 км,0.4 км,14113 Број,311 Број,13700 Број,87.3 %,9909 Број,63.1 %,166 Број,3.7 Број,54.6 %,40.5 %
120,Irig,Sremska oblast,Ириг,Сремска област,2011,230 км2,2727.98 ха,11.9 %,12 Број,47 Број,3987 Број,10874 Број,5333 Број,5541 Број,0.96 Однос,1.04 Однос,593 Број,5.5 %,771 Број,7.1 %,472 Број,4.3 %,9154 Број,84.2 %,1980 Број,18.2 %,7415 Број,68.2 %,2251 Број,20.7 %,2095 Број,19.3 %,44.06 Број,152.2 Индекс,77 Број,7.08 ‰,191 Број,17.56 ‰,1 Број,13 ‰,-114 Број,-10.48 ‰,40.31 Индекс,1.26 Коефицијент,71.2 Број,77.4 Број,46.6 Број,18.4 Број,28.3 Број,51 Број,3 Број,17 Број,8 Број,110.4 км,0.5 км,2271 Број,209 Број,0 Број,0 %,0 Број,0 %,12 Број,1.1 Број,64.3 %,35 %
121,Irig,Sremska oblast,Ириг,Сремска област,2012,230 км2,2727.98 ха,11.9 %,12 Број,47 Број,3987 Број,10765 Број,5295 Број,5470 Број,0.97 Однос,1.03 Однос,592 Број,5.5 %,742 Број,6.9 %,466 Број,4.3 %,9079 Број,84.3 %,1946 Број,18.1 %,7313 Број,67.9 %,2203 Број,20.5 %,2118 Број,19.7 %,44.27 Број,155.9 Индекс,89 Број,8.27 ‰,171 Број,15.88 ‰,3 Број,33.7 ‰,-82 Број,-7.62 ‰,52.05 Индекс,1.49 Коефицијент,72.6 Број,74.2 Број,47.2 Број,18.2 Број,29 Број,47 Број,1 Број,47 Број,-31 Број,139.31 км,0.6 км,2411 Број,224 Број,0 Број,0 %,0 Број,0 %,15 Број,1.4 Број,63.1 %,25 %
122,Irig,Sremska oblast,Ириг,Сремска област,2013,230 км2,2727.98 ха,11.9 %,12 Број,46 Број,3987 Број,10627 Број,5230 Број,5397 Број,0.97 Однос,1.03 Однос,592 Број,5.6 %,715 Број,6.7 %,450 Број,4.2 %,8983 Број,84.5 %,1889 Број,17.8 %,7184 Број,67.6 %,2155 Број,20.3 %,2136 Број,20.1 %,44.52 Број,162.2 Индекс,78 Број,7.34 ‰,191 Број,17.97 ‰,0 Број,0 ‰,-113 Број,-10.63 ‰,40.84 Индекс,1.33 Коефицијент,72.5 Број,75.4 Број,47.9 Број,18.2 Број,29.7 Број,53 Број,5 Број,10.6 Број,-50 Број,110.91 км,0.5 км,2426 Број,228 Број,0 Број,0 %,0 Број,0 %,5 Број,0.5 Број,63.1 %,25 %
123,Irig,Sremska oblast,Ириг,Сремска област,2014,230 км2,4090.01 ха,17.8 %,12 Број,46 Број,3987 Број,10507 Број,5172 Број,5335 Број,0.97 Однос,1.03 Однос,589 Број,5.6 %,704 Број,6.7 %,428 Број,4.1 %,8907 Број,84.8 %,1838 Број,17.5 %,7063 Број,67.2 %,2115 Број,20.1 %,2151 Број,20.5 %,44.71 Број,168 Индекс,79 Број,7.52 ‰,167 Број,15.89 ‰,0 Број,0 ‰,-88 Број,-8.38 ‰,47.31 Индекс,1.33 Коефицијент,73.1 Број,76.3 Број,48.8 Број,18.3 Број,30.5 Број,44 Број,4 Број,11 Број,12 Број,110.91 км,0.5 км,2457 Број,234 Број,0 Број,0 %,0 Број,0 %,1 Број,0.1 Број,63.1 %,25 %
124,Irig,Sremska oblast,Ириг,Сремска област,2015,230 км2,4090.01 ха,17.8 %,12 Број,45 Број,3987 Број,10426 Број,5132 Број,5294 Број,0.97 Однос,1.03 Однос,583 Број,5.6 %,714 Број,6.8 %,389 Број,3.7 %,8855 Број,84.9 %,1774 Број,17 %,6926 Број,66.4 %,2061 Број,19.8 %,2203 Број,21.1 %,44.92 Број,172.8 Индекс,84 Број,8.06 ‰,161 Број,15.44 ‰,0 Број,0 ‰,-77 Број,-7.39 ‰,52.17 Индекс,1.46 Коефицијент,73 Број,78.4 Број,50.5 Број,18.7 Број,31.8 Број,48 Број,1 Број,48 Број,-9 Број,113.04 км,0.5 км,2540 Број,244 Број,0 Број,0 %,0 Број,0 %,4 Број,0.4 Број,63.1 %,25 %
125,Irig,Sremska oblast,Ириг,Сремска област,2016,230 км2,4090.01 ха,17.8 %,12 Број,45 Број,3987 Број,10330 Број,5083 Број,5247 Број,0.97 Однос,1.03 Однос,577 Број,5.6 %,707 Број,6.8 %,370 Број,3.6 %,8777 Број,85 %,1706 Број,16.5 %,6800 Број,65.8 %,2001 Број,19.4 %,2246 Број,21.7 %,45.15 Број,178.6 Индекс,70 Број,6.78 ‰,153 Број,14.81 ‰,0 Број,0 ‰,-83 Број,-8.03 ‰,45.75 Индекс,1.28 Коефицијент,74 Број,78.1 Број,51.9 Број,18.9 Број,33 Број,54 Број,13 Број,4.2 Број,-23 Број,113.04 км,0.5 км,2580 Број,250 Број,0 Број,0 %,0 Број,0 %,14 Број,1.4 Број,61.4 %,30 %
126,Irig,Sremska oblast,Ириг,Сремска област,2017,230 км2,5947.98 ха,25.9 %,12 Број,44 Број,3987 Број,10218 Број,5039 Број,5179 Број,0.97 Однос,1.03 Однос,566 Број,5.5 %,691 Број,6.8 %,371 Број,3.6 %,8680 Број,84.9 %,1644 Број,16.1 %,6690 Број,65.5 %,1947 Број,19.1 %,2271 Број,22.2 %,45.37 Број,184.5 Индекс,83 Број,8.12 ‰,178 Број,17.42 ‰,0 Број,0 ‰,-95 Број,-9.3 ‰,46.63 Индекс,1.5 Коефицијент,72.9 Број,78.3 Број,52.7 Број,18.8 Број,33.9 Број,73 Број,5 Број,14.6 Број,-22 Број,109.43 км,0.5 км,2660 Број,260 Број,0 Број,0 %,0 Број,0 %,12 Број,1.2 Број,61.4 %,30 %
127,Irig,Sremska oblast,Ириг,Сремска област,2018,230 км2,5947.98 ха,25.9 %,12 Број,44 Број,3987 Број,10083 Број,4978 Број,5105 Број,0.98 Однос,1.03 Однос,554 Број,5.5 %,671 Број,6.7 %,375 Број,3.7 %,8570 Број,85 %,1572 Број,15.6 %,6544 Број,64.9 %,1886 Број,18.7 %,2314 Број,22.9 %,45.63 Број,190.4 Индекс,70 Број,6.94 ‰,180 Број,17.85 ‰,0 Број,0 ‰,-110 Број,-10.91 ‰,38.89 Индекс,1.28 Коефицијент,71.8 Број,78.4 Број,54.1 Број,18.7 Број,35.4 Број,46 Број,17 Број,2.7 Број,-45 Број,109.43 км,0.5 км,2713 Број,269 Број,0 Број,0 %,0 Број,0 %,26 Број,2.6 Број,61.4 %,30 %
128,Irig,Sremska oblast,Ириг,Сремска област,2019,230 км2,5947.98 ха,25.9 %,12 Број,43 Број,3987 Број,9942 Број,4903 Број,5039 Број,0.97 Однос,1.03 Однос,539 Број,5.4 %,662 Број,6.7 %,373 Број,3.8 %,8467 Број,85.2 %,1508 Број,15.2 %,6376 Број,64.1 %,1843 Број,18.5 %,2365 Број,23.8 %,45.89 Број,195.2 Индекс,71 Број,7.14 ‰,171 Број,17.2 ‰,0 Број,0 ‰,-100 Број,-10.06 ‰,41.52 Индекс,1.36 Коефицијент,71.4 Број,78.3 Број,55.9 Број,18.8 Број,37.1 Број,53 Број,14 Број,3.8 Број,-27 Број,109.43 км,0.5 км,2828 Број,284 Број,0 Број,0 %,0 Број,0 %,78 Број,7.8 Број,61.4 %,30 %
129,Irig,Sremska oblast,Ириг,Сремска област,2020,230 км2,4475.55 ха,19.5 %,12 Број,43 Број,3987 Број,9806 Број,4824 Број,4982 Број,0.97 Однос,1.03 Однос,532 Број,5.4 %,658 Број,6.7 %,357 Број,3.6 %,8358 Број,85.2 %,1464 Број,14.9 %,6226 Број,63.5 %,1810 Број,18.5 %,2390 Број,24.4 %,45.96 Број,197.3 Индекс,80 Број,8.16 ‰,200 Број,20.4 ‰,0 Број,0 ‰,-120 Број,-12.24 ‰,40 Индекс,1.58 Коефицијент,70.4 Број,78.3 Број,57.5 Број,19.1 Број,38.4 Број,35 Број,2 Број,17.5 Број,-24 Број,109.43 км,0.5 км,2990 Број,305 Број,0 Број,0 %,0 Број,0 %,56 Број,5.7 Број,57.3 %,31.6 %
130,Kanjiza,Severnobanatska oblast,Кањижа,Севернобанатска област,2011,399 км2,645.24 ха,1.6 %,13 Број,63 Број,10097 Број,25326 Број,12407 Број,12919 Број,0.96 Однос,1.04 Однос,1561 Број,6.2 %,2031 Број,8 %,1188 Број,4.7 %,20834 Број,82.3 %,4665 Број,18.4 %,17012 Број,67.2 %,5604 Број,22.1 %,4722 Број,18.6 %,42.36 Број,124.4 Индекс,216 Број,8.53 ‰,401 Број,15.83 ‰,0 Број,0 ‰,-185 Број,-7.3 ‰,53.87 Индекс,1.42 Коефицијент,69.6 Број,76.3 Број,48.9 Број,21.1 Број,27.8 Број,108 Број,64 Број,1.7 Број,-9 Број,129.94 км,0.3 км,6279 Број,248 Број,9193 Број,91 %,3194 Број,31.6 %,4 Број,0.2 Број,65.7 %,24.1 %
131,Kanjiza,Severnobanatska oblast,Кањижа,Севернобанатска област,2012,399 км2,645.24 ха,1.6 %,13 Број,63 Број,10097 Број,25080 Број,12273 Број,12807 Број,0.96 Однос,1.04 Однос,1519 Број,6.1 %,1967 Број,7.8 %,1185 Број,4.7 %,20700 Број,82.5 %,4587 Број,18.3 %,16892 Број,67.4 %,5524 Број,22 %,4702 Број,18.7 %,42.6 Број,128.2 Индекс,165 Број,6.58 ‰,399 Број,15.91 ‰,0 Број,0 ‰,-234 Број,-9.33 ‰,41.35 Индекс,1.09 Коефицијент,70.4 Број,77 Број,48.5 Број,20.6 Број,27.8 Број,100 Број,45 Број,2.2 Број,-63 Број,129.94 км,0.3 км,6396 Број,255 Број,9193 Број,91 %,4017 Број,39.8 %,8 Број,0.3 Број,58.3 %,27.6 %
