,naziv_opstine_clean,naziv_okruga_clean,NazivOpstine,NazivOkruga1,Datum,01. Povrsina,02. Teritorija pod sumom,"03. Teritorija pod sumom, kao % ukupne povrsine",04. Broj naselja,05. Gustina naseljenosti,06. Broj domacinstava,07. Broj stanovnika,"08. Broj stanovnika, musko","09. Broj stanovnika, zensko",10. Stopa maskuliniteta,11. Stopa feminiteta,12. Stanovnistvo - Predskolski uzrast (0-6),"13. Stanovnistvo - Predskolski uzrast (0-6), kao % ukupnog stanovnistva",14. Stanovnistvo - Osnovnoskolski uzrast (7-14),"15. Stanovnistvo - Osnovnoskolski uzrast (7-14), kao % ukupnog stanovnistva",16. Stanovnistvo - Srednjoskolski uzrast (15-18),"17. Stanovnistvo - Srednjoskolski uzrast (15-18), kao % ukupnog stanovnistva",18. Stanovnistvo - Punoletno stanovnistvo (18 i vise),"19. Stanovnistvo - Punoletno stanovnistvo (18 i vise), kao % ukupnog stanovnistva",20. Stanovnistvo - Mladi (15-29 godina),"21. Stanovnistvo - Mladi (15-29 godina), kao % ukupnog stanovnistva",22. Stanovnistvo - Radno sposobno stanovnistvo (15-64),"23. Stanovnistvo - Radno sposobno stanovnistvo (15-64), kao % ukupnog stanovnistva",24. Stanovnistvo - Zene u fertilnom periodu (15-49),"25. Stanovnistvo - Zene u fertilnom periodu (15-49), kao % ukupnog stanovnistva",26. Stanovnistvo - Starije stanovnistvo (65 i vise),"27. Stanovnistvo - Starije stanovnistvo (65 i vise), kao % ukupnog stanovnistva",28. Prosecna starost stanovnistva,29. Indeks starenja,30. Natalitet,31. Stopa nataliteta,32. Mortalitet,33. Stopa mortaliteta,34. Broj umrle odojcadi,35. Broj umrle odojcadi na 1000 zivorodjenih,36. Prirodni prirastaj,37. Stopa prirodnog prirastaja,38. Vitalni indeks,39. Stopa ukupnog fertiliteta,"40. Ocekivano trajanje zivota, muskarci","41. Ocekivano trajanje zivota, zene",42. Stopa ukupne zavisnosti stanovnistva,43. Stopa zavisnosti mladjeg stanovnistva,44. Stopa zavisnosti starijeg stanovnistva,45. Zakljuceni brakovi,46. Razvedeni brakovi,47. Odnos zakljucenih i razvedenih brakova,48. Unutrasnji migracioni saldo,49. Duzina puteva,50. Gustina puteva,51. Putnicki automobili,52. Putnicki automobili na 1000 stanovnika,53. Domacinstva prikljucena na vodovodnu mrezu,"54. Domacinstva prikljucena na vodovodnu mrezu, kao % ukupnog broja domacinstava",55. Domacinstva prikljucena na kanalizacionu mrezu,"56. Domacinstva prikljucena na kanalizacionu mrezu, kao % ukupnog broja domacinstava",57. Broj izgradjenih stanova,58. Izgradjeni stanovi na 1000 stanovnika,"59. Glasaci na izborima za odbornike skupstina JLS, kao % ukupnih biraca","60. Zene, kao % odbornika u skupstinama JLS"
208,Novi Becej,Srednjobanatska oblast,Нови Бечеј,Средњобанатска област,2019,609 км2,622.53 ха,1 %,4 Број,37 Број,8757 Број,22359 Број,10982 Број,11377 Број,0.97 Однос,1.04 Однос,1531 Број,6.8 %,1848 Број,8.3 %,911 Број,4.1 %,18281 Број,81.8 %,3798 Број,17 %,14803 Број,66.2 %,4530 Број,20.3 %,4177 Број,18.7 %,42.53 Број,131.5 Индекс,226 Број,10.11 ‰,327 Број,14.62 ‰,1 Број,4.4 ‰,-101 Број,-4.52 ‰,69.11 Индекс,1.77 Коефицијент,70.7 Број,75.4 Број,51 Број,22.8 Број,28.2 Број,108 Број,53 Број,2 Број,-82 Број,70.24 км,0.1 км,5064 Број,226 Број,8606 Број,98.3 %,2023 Број,23.1 %,21 Број,0.9 Број,64.8 %,29 %
209,Novi Becej,Srednjobanatska oblast,Нови Бечеј,Средњобанатска област,2020,609 км2,614 ха,1 %,4 Број,36 Број,8757 Број,22139 Број,10883 Број,11256 Број,0.97 Однос,1.03 Однос,1515 Број,6.8 %,1819 Број,8.2 %,945 Број,4.3 %,18087 Број,81.7 %,3731 Број,16.9 %,14536 Број,65.7 %,4470 Број,20.2 %,4269 Број,19.3 %,42.62 Број,132.5 Индекс,201 Број,9.08 ‰,377 Број,17.03 ‰,1 Број,5 ‰,-176 Број,-7.95 ‰,53.32 Индекс,1.62 Коефицијент,70.7 Број,76 Број,52.3 Број,22.9 Број,29.4 Број,91 Број,29 Број,3.1 Број,-82 Број,70.24 км,0.1 км,5280 Број,238 Број,8606 Број,98.3 %,2151 Број,24.6 %,9 Број,0.4 Број,56.1 %,38.7 %
210,Novi Knezevac,Severnobanatska oblast,Нови Кнежевац,Севернобанатска област,2011,305 км2,553.99 ха,1.8 %,9 Број,37 Број,4279 Број,11273 Број,5571 Број,5702 Број,0.98 Однос,1.02 Однос,726 Број,6.4 %,881 Број,7.8 %,533 Број,4.7 %,9280 Број,82.3 %,2020 Број,17.9 %,7713 Број,68.4 %,2333 Број,20.7 %,1953 Број,17.3 %,42.5 Број,119.1 Индекс,96 Број,8.52 ‰,224 Број,19.87 ‰,0 Број,0 ‰,-128 Број,-11.35 ‰,42.86 Индекс,1.5 Коефицијент,67.7 Број,74.1 Број,46.2 Број,20.8 Број,25.3 Број,45 Број,4 Број,11.3 Број,-74 Број,51.8 км,0.2 км,2102 Број,186 Број,4144 Број,96.8 %,452 Број,10.6 %,3 Број,0.3 Број,65.3 %,29 %
211,Novi Knezevac,Severnobanatska oblast,Нови Кнежевац,Севернобанатска област,2012,305 км2,553.99 ха,1.8 %,9 Број,36 Број,4279 Број,11121 Број,5497 Број,5624 Број,0.98 Однос,1.02 Однос,710 Број,6.4 %,892 Број,8 %,496 Број,4.5 %,9167 Број,82.4 %,1956 Број,17.6 %,7594 Број,68.3 %,2269 Број,20.4 %,1925 Број,17.3 %,42.57 Број,121.5 Индекс,106 Број,9.53 ‰,194 Број,17.44 ‰,0 Број,0 ‰,-88 Број,-7.91 ‰,54.64 Индекс,1.68 Коефицијент,68.8 Број,74.9 Број,46.4 Број,21.1 Број,25.3 Број,42 Број,19 Број,2.2 Број,-14 Број,51.8 км,0.2 км,2191 Број,197 Број,4144 Број,96.8 %,452 Број,10.6 %,1 Број,0.1 Број,65.7 %,35.5 %
212,Novi Knezevac,Severnobanatska oblast,Нови Кнежевац,Севернобанатска област,2013,305 км2,553.99 ха,1.8 %,9 Број,36 Број,4279 Број,11012 Број,5447 Број,5565 Број,0.98 Однос,1.02 Однос,700 Број,6.4 %,892 Број,8.1 %,466 Број,4.2 %,9084 Број,82.5 %,1918 Број,17.4 %,7500 Број,68.1 %,2225 Број,20.2 %,1920 Број,17.4 %,42.67 Број,124.7 Индекс,86 Број,7.81 ‰,189 Број,17.16 ‰,0 Број,0 ‰,-103 Број,-9.35 ‰,45.5 Индекс,1.4 Коефицијент,68.9 Број,75.1 Број,46.8 Број,21.2 Број,25.6 Број,49 Број,15 Број,3.3 Број,-13 Број,45.68 км,0.2 км,2206 Број,200 Број,4144 Број,96.8 %,452 Број,10.6 %,3 Број,0.3 Број,65.7 %,35.5 %
213,Novi Knezevac,Severnobanatska oblast,Нови Кнежевац,Севернобанатска област,2014,305 км2,813.15 ха,2.7 %,9 Број,36 Број,4279 Број,10895 Број,5401 Број,5494 Број,0.98 Однос,1.02 Однос,692 Број,6.4 %,878 Број,8.1 %,457 Број,4.2 %,8986 Број,82.5 %,1870 Број,17.2 %,7388 Број,67.8 %,2171 Број,19.9 %,1937 Број,17.8 %,42.85 Број,129.1 Индекс,101 Број,9.27 ‰,185 Број,16.98 ‰,0 Број,0 ‰,-84 Број,-7.71 ‰,54.59 Индекс,1.66 Коефицијент,69.3 Број,76.3 Број,47.5 Број,21.3 Број,26.2 Број,62 Број,21 Број,3 Број,-34 Број,45.68 км,0.2 км,2272 Број,209 Број,4234 Број,98.9 %,452 Број,10.6 %,4 Број,0.4 Број,65.7 %,35.5 %
214,Novi Knezevac,Severnobanatska oblast,Нови Кнежевац,Севернобанатска област,2015,305 км2,813.15 ха,2.7 %,9 Број,35 Број,4279 Број,10761 Број,5340 Број,5421 Број,0.99 Однос,1.02 Однос,693 Број,6.4 %,880 Број,8.2 %,439 Број,4.1 %,8857 Број,82.3 %,1805 Број,16.8 %,7248 Број,67.4 %,2109 Број,19.6 %,1940 Број,18 %,42.98 Број,132.2 Индекс,109 Број,10.13 ‰,211 Број,19.61 ‰,2 Број,18.3 ‰,-102 Број,-9.48 ‰,51.66 Индекс,1.88 Коефицијент,67.5 Број,75.7 Број,48.5 Број,21.7 Број,26.8 Број,60 Број,31 Број,1.9 Број,-48 Број,45.68 км,0.2 км,2340 Број,217 Број,4234 Број,98.9 %,452 Број,10.6 %,0 Број,0 Број,65.7 %,35.5 %
215,Novi Knezevac,Severnobanatska oblast,Нови Кнежевац,Севернобанатска област,2016,305 км2,813.15 ха,2.7 %,9 Број,35 Број,4279 Број,10610 Број,5261 Број,5349 Број,0.98 Однос,1.02 Однос,690 Број,6.5 %,879 Број,8.3 %,430 Број,4.1 %,8723 Број,82.2 %,1755 Број,16.5 %,7092 Број,66.8 %,2058 Број,19.4 %,1949 Број,18.4 %,43.09 Број,134.9 Индекс,87 Број,8.2 ‰,197 Број,18.57 ‰,1 Број,11.5 ‰,-110 Број,-10.37 ‰,44.16 Индекс,1.48 Коефицијент,66.6 Број,75.1 Број,49.6 Број,22.1 Број,27.5 Број,44 Број,15 Број,2.9 Број,-41 Број,45.68 км,0.2 км,2426 Број,229 Број,4234 Број,98.9 %,452 Број,10.6 %,3 Број,0.3 Број,63.9 %,32.3 %
216,Novi Knezevac,Severnobanatska oblast,Нови Кнежевац,Севернобанатска област,2017,305 км2,861.16 ха,2.8 %,9 Број,34 Број,4279 Број,10461 Број,5191 Број,5270 Број,0.99 Однос,1.02 Однос,680 Број,6.5 %,861 Број,8.2 %,435 Број,4.2 %,8596 Број,82.2 %,1726 Број,16.5 %,6948 Број,66.4 %,2016 Број,19.3 %,1972 Број,18.9 %,43.23 Број,137 Индекс,91 Број,8.7 ‰,196 Број,18.74 ‰,1 Број,11 ‰,-105 Број,-10.04 ‰,46.43 Индекс,1.64 Коефицијент,66.3 Број,74.2 Број,50.6 Број,22.2 Број,28.4 Број,48 Број,23 Број,2.1 Број,-43 Број,51.03 км,0.2 км,2515 Број,240 Број,4234 Број,98.9 %,753 Број,17.6 %,1 Број,0.1 Број,63.9 %,32.3 %
217,Novi Knezevac,Severnobanatska oblast,Нови Кнежевац,Севернобанатска област,2018,305 км2,861.16 ха,2.8 %,9 Број,34 Број,4279 Број,10325 Број,5128 Број,5197 Број,0.99 Однос,1.01 Однос,671 Број,6.5 %,844 Број,8.2 %,433 Број,4.2 %,8478 Број,82.1 %,1703 Број,16.5 %,6816 Број,66 %,1995 Број,19.3 %,1994 Број,19.3 %,43.36 Број,139.7 Индекс,86 Број,8.33 ‰,184 Број,17.82 ‰,0 Број,0 ‰,-98 Број,-9.49 ‰,46.74 Индекс,1.56 Коефицијент,68.5 Број,74 Број,51.5 Број,22.2 Број,29.3 Број,38 Број,13 Број,2.9 Број,-26 Број,51.03 км,0.2 км,2529 Број,245 Број,4234 Број,98.9 %,905 Број,21.1 %,1 Број,0.1 Број,63.9 %,32.3 %
218,Novi Knezevac,Severnobanatska oblast,Нови Кнежевац,Севернобанатска област,2019,305 км2,861.16 ха,2.8 %,9 Број,33 Број,4279 Број,10209 Број,5067 Број,5142 Број,0.99 Однос,1.01 Однос,658 Број,6.4 %,840 Број,8.2 %,441 Број,4.3 %,8374 Број,82 %,1685 Број,16.5 %,6687 Број,65.5 %,1990 Број,19.5 %,2024 Број,19.8 %,43.44 Број,142.5 Индекс,95 Број,9.31 ‰,182 Број,17.83 ‰,0 Број,0 ‰,-87 Број,-8.52 ‰,52.2 Индекс,1.73 Коефицијент,68.7 Број,75 Број,52.7 Број,22.4 Број,30.3 Број,40 Број,28 Број,1.4 Број,-21 Број,51.03 км,0.2 км,2696 Број,264 Број,4234 Број,98.9 %,969 Број,22.6 %,5 Број,0.5 Број,63.9 %,32.3 %
219,Novi Knezevac,Severnobanatska oblast,Нови Кнежевац,Севернобанатска област,2020,305 км2,824.89 ха,2.7 %,9 Број,33 Број,4279 Број,10089 Број,4995 Број,5094 Број,0.98 Однос,1.02 Однос,654 Број,6.5 %,826 Број,8.2 %,451 Број,4.5 %,8271 Број,82 %,1677 Број,16.6 %,6565 Број,65.1 %,1989 Број,19.7 %,2044 Број,20.3 %,43.42 Број,143.5 Индекс,89 Број,8.82 ‰,215 Број,21.31 ‰,0 Број,0 ‰,-126 Број,-12.49 ‰,41.4 Индекс,1.64 Коефицијент,68.2 Број,75.6 Број,53.7 Број,22.5 Број,31.1 Број,29 Број,4 Број,7.3 Број,-6 Број,51.03 км,0.2 км,2755 Број,273 Број,4234 Број,98.9 %,1018 Број,23.8 %,1 Број,0.1 Број,62.8 %,38.7 %
220,Novi Sad - grad,Juznobacka oblast,Нови Сад - град,Јужнобачка област,2011,699 км2,4669.89 ха,6.7 %,16 Број,488 Број,128876 Број,341228 Број,161555 Број,179673 Број,0.9 Однос,1.11 Однос,25387 Број,7.4 %,26147 Број,7.7 %,14369 Број,4.2 %,279067 Број,81.8 %,70260 Број,20.6 %,241769 Број,70.9 %,88011 Број,25.8 %,47925 Број,14 %,39.86 Број,100.3 Индекс,4154 Број,12.17 ‰,3750 Број,10.99 ‰,11 Број,2.6 ‰,404 Број,1.18 ‰,110.77 Индекс,1.49 Коефицијент,71.9 Број,77.7 Број,41.1 Број,21.3 Број,19.8 Број,2112 Број,446 Број,4.7 Број,1900 Број,317.64 км,0.5 км,88486 Број,259 Број,130002 Број,100.9 %,115745 Број,89.8 %,2122 Број,6.2 Број,0 %,0 %
221,Novi Sad - grad,Juznobacka oblast,Нови Сад - град,Јужнобачка област,2012,699 км2,4669.89 ха,6.7 %,16 Број,492 Број,128876 Број,343647 Број,162764 Број,180883 Број,0.9 Однос,1.11 Однос,26121 Број,7.6 %,26361 Број,7.7 %,13957 Број,4.1 %,280753 Број,81.7 %,68835 Број,20 %,241939 Број,70.4 %,88074 Број,25.6 %,49226 Број,14.3 %,39.97 Број,102.7 Индекс,4225 Број,12.29 ‰,3822 Број,11.12 ‰,19 Број,4.5 ‰,403 Број,1.17 ‰,110.54 Индекс,1.5 Коефицијент,72 Број,77.4 Број,42 Број,21.7 Број,20.3 Број,2129 Број,384 Број,5.5 Број,2132 Број,375.59 км,0.5 км,92674 Број,270 Број,130050 Број,100.9 %,115745 Број,89.8 %,1288 Број,3.7 Број,0 %,0 %
222,Novi Sad - grad,Juznobacka oblast,Нови Сад - град,Јужнобачка област,2013,699 км2,4669.89 ха,6.7 %,16 Број,495 Број,128876 Број,346162 Број,163988 Број,182174 Број,0.9 Однос,1.11 Однос,26731 Број,7.7 %,26728 Број,7.7 %,13638 Број,3.9 %,282699 Број,81.7 %,67164 Број,19.4 %,241788 Број,69.8 %,88137 Број,25.5 %,50915 Број,14.7 %,40.1 Број,105 Индекс,4183 Број,12.08 ‰,3645 Број,10.53 ‰,12 Број,2.9 ‰,538 Број,1.55 ‰,114.76 Индекс,1.48 Коефицијент,73 Број,78.1 Број,43.2 Број,22.1 Број,21.1 Број,2113 Број,400 Број,5.3 Број,1957 Број,380.66 км,0.5 км,95797 Број,277 Број,131781 Број,102.3 %,115745 Број,89.8 %,1222 Број,3.5 Број,0 %,0 %
223,Novi Sad - grad,Juznobacka oblast,Нови Сад - град,Јужнобачка област,2014,699 км2,5503.98 ха,7.9 %,16 Број,499 Број,128876 Број,348540 Број,165049 Број,183491 Број,0.9 Однос,1.11 Однос,27228 Број,7.8 %,27207 Број,7.8 %,13196 Број,3.8 %,284465 Број,81.6 %,65356 Број,18.8 %,241448 Број,69.3 %,88203 Број,25.3 %,52657 Број,15.1 %,40.22 Број,106.9 Индекс,4108 Број,11.79 ‰,3884 Број,11.14 ‰,13 Број,3.2 ‰,224 Број,0.64 ‰,105.77 Индекс,1.45 Коефицијент,73.3 Број,78 Број,44.4 Број,22.5 Број,21.8 Број,2118 Број,349 Број,6.1 Број,2035 Број,272.71 км,0.4 км,98024 Број,281 Број,131781 Број,102.3 %,115745 Број,89.8 %,1147 Број,3.3 Број,0 %,0 %
224,Novi Sad - grad,Juznobacka oblast,Нови Сад - град,Јужнобачка област,2015,699 км2,5503.98 ха,7.9 %,16 Број,502 Број,128876 Број,350930 Број,166129 Број,184801 Број,0.9 Однос,1.11 Однос,27760 Број,7.9 %,27723 Број,7.9 %,12813 Број,3.7 %,285960 Број,81.5 %,63843 Број,18.2 %,241088 Број,68.7 %,88297 Број,25.2 %,54359 Број,15.5 %,40.33 Број,108.4 Индекс,4227 Број,12.05 ‰,3924 Број,11.18 ‰,14 Број,3.3 ‰,303 Број,0.86 ‰,107.72 Индекс,1.49 Коефицијент,73.4 Број,78.6 Број,45.6 Број,23 Број,22.5 Број,2083 Број,547 Број,3.8 Број,2219 Број,272.71 км,0.4 км,100524 Број,286 Број,131781 Број,102.3 %,115745 Број,89.8 %,705 Број,2 Број,0 %,0 %
225,Novi Sad - grad,Juznobacka oblast,Нови Сад - град,Јужнобачка област,2016,699 км2,5503.98 ха,7.9 %,16 Број,506 Број,128876 Број,353525 Број,167414 Број,186111 Број,0.9 Однос,1.11 Однос,28185 Број,8 %,28090 Број,7.9 %,12861 Број,3.6 %,287608 Број,81.4 %,62871 Број,17.8 %,241288 Број,68.3 %,88496 Број,25 %,55962 Број,15.8 %,40.44 Број,109.8 Индекс,4095 Број,11.58 ‰,3708 Број,10.49 ‰,10 Број,2.4 ‰,387 Број,1.09 ‰,110.44 Индекс,1.45 Коефицијент,73.7 Број,78.8 Број,46.5 Број,23.3 Број,23.2 Број,2084 Број,536 Број,3.9 Број,2282 Број,263.5 км,0.4 км,104074 Број,294 Број,131781 Број,102.3 %,115745 Број,89.8 %,1291 Број,3.7 Број,0 %,0 %
226,Novi Sad - grad,Juznobacka oblast,Нови Сад - град,Јужнобачка област,2017,699 км2,5638.09 ха,8.1 %,16 Број,509 Број,128876 Број,356126 Број,168693 Број,187433 Број,0.9 Однос,1.11 Однос,28566 Број,8 %,28324 Број,8 %,13163 Број,3.7 %,289259 Број,81.2 %,61980 Број,17.4 %,241625 Број,67.8 %,88807 Број,24.9 %,57611 Број,16.2 %,40.57 Број,110.4 Индекс,4179 Број,11.73 ‰,3895 Број,10.94 ‰,9 Број,2.2 ‰,284 Број,0.8 ‰,107.29 Индекс,1.48 Коефицијент,74 Број,79 Број,47.4 Број,23.5 Број,23.8 Број,2095 Број,534 Број,3.9 Број,2250 Број,244.14 км,0.3 км,108938 Број,306 Број,131781 Број,102.3 %,115745 Број,89.8 %,2440 Број,6.9 Број,0 %,0 %
227,Novi Sad - grad,Juznobacka oblast,Нови Сад - град,Јужнобачка област,2018,699 км2,5638.09 ха,8.1 %,16 Број,513 Број,128876 Број,358572 Број,169854 Број,188718 Број,0.9 Однос,1.11 Однос,28699 Број,8 %,28786 Број,8 %,13426 Број,3.7 %,290826 Број,81.1 %,60929 Број,17 %,241605 Број,67.4 %,89045 Број,24.8 %,59482 Број,16.6 %,40.71 Број,110.7 Индекс,3966 Број,11.06 ‰,3737 Број,10.42 ‰,9 Број,2.3 ‰,229 Број,0.64 ‰,106.13 Индекс,1.42 Коефицијент,74.4 Број,79.3 Број,48.4 Број,23.8 Број,24.6 Број,2382 Број,589 Број,4 Број,2128 Број,244.14 км,0.3 км,112385 Број,313 Број,0 Број,0 %,0 Број,0 %,2515 Број,7 Број,0 %,0 %
228,Novi Sad - grad,Juznobacka oblast,Нови Сад - град,Јужнобачка област,2019,699 км2,5638.09 ха,8.1 %,16 Број,516 Број,128876 Број,360925 Број,170948 Број,189977 Број,0.9 Однос,1.11 Однос,28581 Број,7.9 %,29502 Број,8.2 %,13699 Број,3.8 %,292498 Број,81 %,60080 Број,16.6 %,241497 Број,66.9 %,89216 Број,24.7 %,61345 Број,17 %,40.86 Број,111 Индекс,4118 Број,11.41 ‰,3889 Број,10.78 ‰,16 Број,3.9 ‰,229 Број,0.63 ‰,105.89 Индекс,1.49 Коефицијент,74.3 Број,79.4 Број,49.5 Број,24.1 Број,25.4 Број,2137 Број,704 Број,3 Број,2117 Број,244.14 км,0.3 км,116112 Број,322 Број,131781 Број,102.3 %,123224 Број,95.6 %,3282 Број,9.1 Број,0 %,0 %
229,Novi Sad - grad,Juznobacka oblast,Нови Сад - град,Јужнобачка област,2020,699 км2,6410.37 ха,9.2 %,16 Број,519 Број,128876 Број,362675 Број,171736 Број,190939 Број,0.9 Однос,1.11 Однос,28540 Број,7.9 %,30178 Број,8.3 %,13801 Број,3.8 %,293650 Број,81 %,59324 Број,16.4 %,241214 Број,66.5 %,89340 Број,24.6 %,62743 Број,17.3 %,40.91 Број,110.8 Индекс,4103 Број,11.31 ‰,4518 Број,12.46 ‰,17 Број,4.1 ‰,-415 Број,-1.14 ‰,90.81 Индекс,1.5 Коефицијент,73.9 Број,79.4 Број,50.4 Број,24.3 Број,26 Број,1483 Број,498 Број,3 Број,1572 Број,244.14 км,0.3 км,120469 Број,332 Број,131781 Број,102.3 %,123228 Број,95.6 %,4130 Број,11.4 Број,42.9 %,41 %
230,Novi Sad-Novi Sad,Juznobacka oblast,Нови Сад-Нови Сад,Јужнобачка област,2011,610 км2,2093.92 ха,3.4 %,11 Број,504 Број,117325 Број,307426 Број,145010 Број,162416 Број,0.89 Однос,1.12 Однос,23167 Број,7.5 %,23472 Број,7.6 %,12826 Број,4.2 %,251318 Број,81.7 %,63748 Број,20.7 %,217882 Број,70.9 %,80014 Број,26 %,42905 Број,14 %,39.72 Број,99.1 Индекс,3838 Број,12.48 ‰,3422 Број,11.13 ‰,11 Број,2.9 ‰,416 Број,1.35 ‰,112.16 Индекс,1.5 Коефицијент,71.8 Број,77.6 Број,41.1 Број,21.4 Број,19.7 Број,1938 Број,401 Број,4.8 Број,1900 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,2063 Број,6.7 Број,60.6 %,29.5 %
231,Novi Sad-Novi Sad,Juznobacka oblast,Нови Сад-Нови Сад,Јужнобачка област,2012,610 км2,2093.92 ха,3.4 %,11 Број,508 Број,117325 Број,309762 Број,146174 Број,163588 Број,0.89 Однос,1.12 Однос,23914 Број,7.7 %,23686 Број,7.6 %,12450 Број,4 %,252880 Број,81.6 %,62412 Број,20.1 %,218192 Број,70.4 %,80119 Број,25.9 %,43970 Број,14.2 %,39.81 Број,101.2 Индекс,3907 Број,12.61 ‰,3480 Број,11.23 ‰,18 Број,4.6 ‰,427 Број,1.38 ‰,112.27 Индекс,1.52 Коефицијент,72.9 Број,77.5 Број,42 Број,21.8 Број,20.2 Број,1936 Број,358 Број,5.4 Број,2071 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,1281 Број,4.1 Број,55.4 %,37.2 %
232,Novi Sad-Novi Sad,Juznobacka oblast,Нови Сад-Нови Сад,Јужнобачка област,2013,610 км2,2093.92 ха,3.4 %,11 Број,512 Број,117325 Број,312246 Број,147369 Број,164877 Број,0.89 Однос,1.12 Однос,24561 Број,7.9 %,24046 Број,7.7 %,12157 Број,3.9 %,254722 Број,81.6 %,60837 Број,19.5 %,218244 Број,69.9 %,80268 Број,25.7 %,45395 Број,14.5 %,39.92 Број,103.2 Индекс,3852 Број,12.34 ‰,3295 Број,10.55 ‰,11 Број,2.9 ‰,557 Број,1.78 ‰,116.9 Индекс,1.48 Коефицијент,72.8 Број,77.9 Број,43.1 Број,22.3 Број,20.8 Број,1929 Број,379 Број,5.1 Број,1914 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,1210 Број,3.9 Број,55.4 %,37.2 %
233,Novi Sad-Novi Sad,Juznobacka oblast,Нови Сад-Нови Сад,Јужнобачка област,2014,610 км2,2927.98 ха,4.8 %,11 Број,516 Број,117325 Број,314620 Број,148434 Број,166186 Број,0.89 Однос,1.12 Однос,25071 Број,8 %,24546 Број,7.8 %,11760 Број,3.7 %,256412 Број,81.5 %,59176 Број,18.8 %,218131 Број,69.3 %,80425 Број,25.6 %,46872 Број,14.9 %,40.03 Број,104.8 Индекс,3797 Број,12.07 ‰,3504 Број,11.14 ‰,12 Број,3.2 ‰,293 Број,0.93 ‰,108.36 Индекс,1.46 Коефицијент,73.1 Број,78.2 Број,44.2 Број,22.7 Број,21.5 Број,1941 Број,316 Број,6.1 Број,1983 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,1133 Број,3.6 Број,55.4 %,37.2 %
234,Novi Sad-Novi Sad,Juznobacka oblast,Нови Сад-Нови Сад,Јужнобачка област,2015,610 км2,2927.98 ха,4.8 %,11 Број,520 Број,117325 Број,316942 Број,149478 Број,167464 Број,0.89 Однос,1.12 Однос,25587 Број,8.1 %,25078 Број,7.9 %,11442 Број,3.6 %,257810 Број,81.3 %,57803 Број,18.2 %,217988 Број,68.8 %,80612 Број,25.4 %,48289 Број,15.2 %,40.11 Број,105.9 Индекс,3892 Број,12.28 ‰,3601 Број,11.36 ‰,14 Број,3.6 ‰,291 Број,0.92 ‰,108.08 Индекс,1.49 Коефицијент,73.2 Број,78.5 Број,45.4 Број,23.2 Број,22.2 Број,1915 Број,501 Број,3.8 Број,2077 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,702 Број,2.2 Број,55.4 %,37.2 %
235,Novi Sad-Novi Sad,Juznobacka oblast,Нови Сад-Нови Сад,Јужнобачка област,2016,610 км2,2927.98 ха,4.8 %,11 Број,524 Број,117325 Број,319484 Број,150730 Број,168754 Број,0.89 Однос,1.12 Однос,26001 Број,8.1 %,25466 Број,8 %,11505 Број,3.6 %,259387 Број,81.2 %,56922 Број,17.8 %,218399 Број,68.4 %,80897 Број,25.3 %,49618 Број,15.5 %,40.21 Број,106.9 Индекс,3779 Број,11.83 ‰,3374 Број,10.56 ‰,10 Број,2.6 ‰,405 Број,1.27 ‰,112 Индекс,1.46 Коефицијент,73.5 Број,78.7 Број,46.3 Број,23.6 Број,22.7 Број,1899 Број,491 Број,3.9 Број,2311 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,1264 Број,4 Број,55 %,32.1 %
236,Novi Sad-Novi Sad,Juznobacka oblast,Нови Сад-Нови Сад,Јужнобачка област,2017,610 км2,3217.01 ха,5.3 %,11 Број,528 Број,117325 Број,322071 Број,152006 Број,170065 Број,0.89 Однос,1.12 Однос,26373 Број,8.2 %,25733 Број,8 %,11810 Број,3.7 %,260991 Број,81 %,56153 Број,17.4 %,218931 Број,68 %,81284 Број,25.2 %,51034 Број,15.8 %,40.32 Број,107.3 Индекс,3872 Број,12.02 ‰,3497 Број,10.86 ‰,9 Број,2.3 ‰,375 Број,1.16 ‰,110.72 Индекс,1.49 Коефицијент,73.8 Број,78.8 Број,47.1 Број,23.8 Број,23.3 Број,1900 Број,493 Број,3.9 Број,2084 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,2385 Број,7.4 Број,55 %,32.1 %
237,Novi Sad-Novi Sad,Juznobacka oblast,Нови Сад-Нови Сад,Јужнобачка област,2018,610 км2,3217.01 ха,5.3 %,11 Број,532 Број,117325 Број,324422 Број,153111 Број,171311 Број,0.89 Однос,1.12 Однос,26505 Број,8.2 %,26218 Број,8.1 %,12076 Број,3.7 %,262458 Број,80.9 %,55199 Број,17 %,219055 Број,67.5 %,81589 Број,25.1 %,52644 Број,16.2 %,40.45 Број,107.4 Индекс,3676 Број,11.33 ‰,3405 Број,10.5 ‰,9 Број,2.4 ‰,271 Број,0.84 ‰,107.96 Индекс,1.43 Коефицијент,74.2 Број,79.2 Број,48.1 Број,24.1 Број,24 Број,2210 Број,554 Број,4 Број,1971 Број,0 км,0 км,0 Број,0 Број,131781 Број,112.3 %,115745 Број,98.7 %,2371 Број,7.3 Број,55 %,32.1 %
