,naziv_opstine_clean,naziv_okruga_clean,NazivOpstine,NazivOkruga1,Datum,01. Povrsina,02. Teritorija pod sumom,"03. Teritorija pod sumom, kao % ukupne povrsine",04. Broj naselja,05. Gustina naseljenosti,06. Broj domacinstava,07. Broj stanovnika,"08. Broj stanovnika, musko","09. Broj stanovnika, zensko",10. Stopa maskuliniteta,11. Stopa feminiteta,12. Stanovnistvo - Predskolski uzrast (0-6),"13. Stanovnistvo - Predskolski uzrast (0-6), kao % ukupnog stanovnistva",14. Stanovnistvo - Osnovnoskolski uzrast (7-14),"15. Stanovnistvo - Osnovnoskolski uzrast (7-14), kao % ukupnog stanovnistva",16. Stanovnistvo - Srednjoskolski uzrast (15-18),"17. Stanovnistvo - Srednjoskolski uzrast (15-18), kao % ukupnog stanovnistva",18. Stanovnistvo - Punoletno stanovnistvo (18 i vise),"19. Stanovnistvo - Punoletno stanovnistvo (18 i vise), kao % ukupnog stanovnistva",20. Stanovnistvo - Mladi (15-29 godina),"21. Stanovnistvo - Mladi (15-29 godina), kao % ukupnog stanovnistva",22. Stanovnistvo - Radno sposobno stanovnistvo (15-64),"23. Stanovnistvo - Radno sposobno stanovnistvo (15-64), kao % ukupnog stanovnistva",24. Stanovnistvo - Zene u fertilnom periodu (15-49),"25. Stanovnistvo - Zene u fertilnom periodu (15-49), kao % ukupnog stanovnistva",26. Stanovnistvo - Starije stanovnistvo (65 i vise),"27. Stanovnistvo - Starije stanovnistvo (65 i vise), kao % ukupnog stanovnistva",28. Prosecna starost stanovnistva,29. Indeks starenja,30. Natalitet,31. Stopa nataliteta,32. Mortalitet,33. Stopa mortaliteta,34. Broj umrle odojcadi,35. Broj umrle odojcadi na 1000 zivorodjenih,36. Prirodni prirastaj,37. Stopa prirodnog prirastaja,38. Vitalni indeks,39. Stopa ukupnog fertiliteta,"40. Ocekivano trajanje zivota, muskarci","41. Ocekivano trajanje zivota, zene",42. Stopa ukupne zavisnosti stanovnistva,43. Stopa zavisnosti mladjeg stanovnistva,44. Stopa zavisnosti starijeg stanovnistva,45. Zakljuceni brakovi,46. Razvedeni brakovi,47. Odnos zakljucenih i razvedenih brakova,48. Unutrasnji migracioni saldo,49. Duzina puteva,50. Gustina puteva,51. Putnicki automobili,52. Putnicki automobili na 1000 stanovnika,53. Domacinstva prikljucena na vodovodnu mrezu,"54. Domacinstva prikljucena na vodovodnu mrezu, kao % ukupnog broja domacinstava",55. Domacinstva prikljucena na kanalizacionu mrezu,"56. Domacinstva prikljucena na kanalizacionu mrezu, kao % ukupnog broja domacinstava",57. Broj izgradjenih stanova,58. Izgradjeni stanovi na 1000 stanovnika,"59. Glasaci na izborima za odbornike skupstina JLS, kao % ukupnih biraca","60. Zene, kao % odbornika u skupstinama JLS"
0,Aleksinac,Nisavska oblast,Алексинац,Нишавска област,2011,707 км2,24338.73 ха,34.4 %,72 Број,73 Број,17016 Број,51903 Број,25697 Број,26206 Број,0.98 Однос,1.02 Однос,3050 Број,5.9 %,3976 Број,7.7 %,2392 Број,4.6 %,43116 Број,83.1 %,9113 Број,17.6 %,34367 Број,66.2 %,10663 Број,20.5 %,10510 Број,20.2 %,43.82 Број,145.8 Индекс,371 Број,7.15 ‰,927 Број,17.86 ‰,3 Број,8.1 ‰,-556 Број,-10.71 ‰,40.02 Индекс,1.26 Коефицијент,69.2 Број,75.2 Број,51 Број,20.4 Број,30.6 Број,159 Број,45 Број,3.5 Број,-86 Број,281.75 км,0.4 км,8839 Број,170 Број,10459 Број,61.5 %,2656 Број,15.6 %,16 Број,0.3 Број,59 %,16.4 %
1,Aleksinac,Nisavska oblast,Алексинац,Нишавска област,2012,707 км2,24338.73 ха,34.4 %,72 Број,72 Број,17016 Број,51215 Број,25395 Број,25820 Број,0.98 Однос,1.02 Однос,2949 Број,5.8 %,3916 Број,7.6 %,2299 Број,4.5 %,42677 Број,83.3 %,8946 Број,17.5 %,33964 Број,66.3 %,10516 Број,20.5 %,10386 Број,20.3 %,43.97 Број,149.6 Индекс,411 Број,8.02 ‰,1052 Број,20.54 ‰,10 Број,24.3 ‰,-641 Број,-12.52 ‰,39.07 Индекс,1.41 Коефицијент,68.6 Број,74.1 Број,50.8 Број,20.2 Број,30.6 Број,183 Број,71 Број,2.6 Број,-92 Број,282.15 км,0.4 км,9213 Број,180 Број,10459 Број,61.5 %,2656 Број,15.6 %,27 Број,0.5 Број,59.5 %,30.9 %
2,Aleksinac,Nisavska oblast,Алексинац,Нишавска област,2013,707 км2,24338.73 ха,34.4 %,72 Број,71 Број,17016 Број,50543 Број,25088 Број,25455 Број,0.99 Однос,1.01 Однос,2887 Број,5.7 %,3866 Број,7.6 %,2185 Број,4.3 %,42187 Број,83.5 %,8759 Број,17.3 %,33379 Број,66 %,10346 Број,20.5 %,10411 Број,20.6 %,44.07 Број,154.1 Индекс,385 Број,7.62 ‰,946 Број,18.72 ‰,5 Број,13 ‰,-561 Број,-11.1 ‰,40.7 Индекс,1.35 Коефицијент,69.4 Број,74.5 Број,51.4 Број,20.2 Број,31.2 Број,173 Број,80 Број,2.2 Број,-51 Број,253.13 км,0.4 км,9380 Број,186 Број,10459 Број,61.5 %,2656 Број,15.6 %,11 Број,0.2 Број,59.5 %,30.9 %
3,Aleksinac,Nisavska oblast,Алексинац,Нишавска област,2014,707 км2,26483.51 ха,37.5 %,72 Број,71 Број,17016 Број,49928 Број,24785 Број,25143 Број,0.99 Однос,1.01 Однос,2812 Број,5.6 %,3841 Број,7.7 %,2087 Број,4.2 %,41739 Број,83.6 %,8564 Број,17.2 %,32775 Број,65.6 %,10180 Број,20.4 %,10500 Број,21 %,44.2 Број,159.1 Индекс,360 Број,7.21 ‰,967 Број,19.37 ‰,9 Број,25 ‰,-607 Број,-12.16 ‰,37.23 Индекс,1.29 Коефицијент,68.8 Број,74.2 Број,52.3 Број,20.3 Број,32 Број,181 Број,66 Број,2.7 Број,-12 Број,271.7 км,0.4 км,9488 Број,190 Број,10459 Број,61.5 %,3600 Број,21.2 %,11 Број,0.2 Број,59.5 %,30.9 %
4,Aleksinac,Nisavska oblast,Алексинац,Нишавска област,2015,707 км2,26483.51 ха,37.5 %,72 Број,70 Број,17016 Број,49290 Број,24467 Број,24823 Број,0.99 Однос,1.01 Однос,2731 Број,5.5 %,3808 Број,7.7 %,2007 Број,4.1 %,41285 Број,83.8 %,8347 Број,16.9 %,32140 Број,65.2 %,10025 Број,20.3 %,10611 Број,21.5 %,44.35 Број,163.9 Индекс,371 Број,7.53 ‰,886 Број,17.98 ‰,2 Број,5.4 ‰,-515 Број,-10.45 ‰,41.87 Индекс,1.34 Коефицијент,70.1 Број,75.4 Број,53.4 Број,20.3 Број,33 Број,213 Број,50 Број,4.3 Број,-140 Број,271.3 км,0.4 км,9679 Број,196 Број,10713 Број,63 %,3751 Број,22 %,17 Број,0.3 Број,59.5 %,30.9 %
5,Aleksinac,Nisavska oblast,Алексинац,Нишавска област,2016,707 км2,26483.51 ха,37.5 %,72 Број,69 Број,17016 Број,48671 Број,24155 Број,24516 Број,0.99 Однос,1.01 Однос,2694 Број,5.5 %,3736 Број,7.7 %,1950 Број,4 %,40798 Број,83.8 %,8160 Број,16.8 %,31556 Број,64.8 %,9885 Број,20.3 %,10685 Број,22 %,44.49 Број,166.9 Индекс,370 Број,7.6 ‰,913 Број,18.76 ‰,1 Број,2.7 ‰,-543 Број,-11.16 ‰,40.53 Индекс,1.37 Коефицијент,70.4 Број,76.1 Број,54.2 Број,20.4 Број,33.9 Број,186 Број,77 Број,2.4 Број,-41 Број,284.04 км,0.4 км,10068 Број,207 Број,10796 Број,63.4 %,4204 Број,24.7 %,14 Број,0.3 Број,57.9 %,29.1 %
6,Aleksinac,Nisavska oblast,Алексинац,Нишавска област,2017,707 км2,26878.11 ха,38 %,72 Број,68 Број,17016 Број,48087 Број,23868 Број,24219 Број,0.99 Однос,1.01 Однос,2658 Број,5.5 %,3658 Број,7.6 %,1932 Број,4 %,40314 Број,83.8 %,7980 Број,16.6 %,31003 Број,64.5 %,9766 Број,20.3 %,10768 Број,22.4 %,44.63 Број,168.9 Индекс,365 Број,7.59 ‰,874 Број,18.18 ‰,4 Број,11 ‰,-509 Број,-10.58 ‰,41.76 Индекс,1.37 Коефицијент,71.9 Број,76.2 Број,55.1 Број,20.4 Број,34.7 Број,196 Број,94 Број,2.1 Број,-75 Број,283.74 км,0.4 км,10566 Број,220 Број,10796 Број,63.4 %,4370 Број,25.7 %,21 Број,0.4 Број,57.9 %,29.1 %
7,Aleksinac,Nisavska oblast,Алексинац,Нишавска област,2018,707 км2,26878.11 ха,38 %,72 Број,67 Број,17016 Број,47562 Број,23616 Број,23946 Број,0.99 Однос,1.01 Однос,2646 Број,5.6 %,3568 Број,7.5 %,1943 Број,4.1 %,39874 Број,83.8 %,7762 Број,16.3 %,30397 Број,63.9 %,9628 Број,20.2 %,10951 Број,23 %,44.78 Број,170.5 Индекс,415 Број,8.73 ‰,806 Број,16.95 ‰,1 Број,2.4 ‰,-391 Број,-8.22 ‰,51.49 Индекс,1.6 Коефицијент,71.9 Број,77.1 Број,56.5 Број,20.4 Број,36 Број,186 Број,80 Број,2.3 Број,-76 Број,283.74 км,0.4 км,10531 Број,221 Број,10796 Број,63.4 %,4370 Број,25.7 %,15 Број,0.3 Број,57.9 %,29.1 %
8,Aleksinac,Nisavska oblast,Алексинац,Нишавска област,2019,707 км2,26878.11 ха,38 %,72 Број,67 Број,17016 Број,47096 Број,23412 Број,23684 Број,0.99 Однос,1.01 Однос,2654 Број,5.6 %,3478 Број,7.4 %,1961 Број,4.2 %,39495 Број,83.9 %,7637 Број,16.2 %,29846 Број,63.4 %,9484 Број,20.1 %,11118 Број,23.6 %,44.9 Број,171.4 Индекс,399 Број,8.47 ‰,836 Број,17.75 ‰,4 Број,10 ‰,-437 Број,-9.28 ‰,47.73 Индекс,1.57 Коефицијент,72.3 Број,76.8 Број,57.8 Број,20.5 Број,37.3 Број,197 Број,77 Број,2.6 Број,-27 Број,277.13 км,0.4 км,10996 Број,233 Број,10796 Број,63.4 %,4822 Број,28.3 %,30 Број,0.6 Број,57.9 %,29.1 %
9,Aleksinac,Nisavska oblast,Алексинац,Нишавска област,2020,707 км2,26881.38 ха,38 %,72 Број,66 Број,17016 Број,46541 Број,23180 Број,23361 Број,0.99 Однос,1.01 Однос,2642 Број,5.7 %,3382 Број,7.3 %,1955 Број,4.2 %,39056 Број,83.9 %,7564 Број,16.3 %,29308 Број,63 %,9362 Број,20.1 %,11209 Број,24.1 %,44.93 Број,172.3 Индекс,387 Број,8.32 ‰,918 Број,19.72 ‰,2 Број,5.2 ‰,-531 Број,-11.41 ‰,42.16 Индекс,1.55 Коефицијент,71.9 Број,76.9 Број,58.8 Број,20.6 Број,38.2 Број,106 Број,55 Број,1.9 Број,-114 Број,277.53 км,0.4 км,11365 Број,244 Број,10833 Број,63.7 %,4822 Број,28.3 %,29 Број,0.6 Број,54.2 %,36.6 %
10,Babusnica,Pirotska oblast,Бабушница,Пиротска област,2011,529 км2,19333.77 ха,36.5 %,53 Број,23 Број,5078 Број,12352 Број,6277 Број,6075 Број,1.03 Однос,0.97 Однос,538 Број,4.4 %,687 Број,5.6 %,435 Број,3.5 %,10797 Број,87.4 %,1762 Број,14.3 %,7425 Број,60.1 %,2065 Број,16.7 %,3702 Број,30 %,49.51 Број,269.4 Индекс,73 Број,5.91 ‰,354 Број,28.66 ‰,0 Број,0 ‰,-281 Број,-22.75 ‰,20.62 Индекс,1.29 Коефицијент,72 Број,77.6 Број,66.4 Број,16.5 Број,49.9 Број,49 Број,11 Број,4.5 Број,-66 Број,243.49 км,0.5 км,1939 Број,157 Број,3800 Број,74.8 %,1653 Број,32.6 %,3 Број,0.2 Број,71.2 %,18.9 %
11,Babusnica,Pirotska oblast,Бабушница,Пиротска област,2012,529 км2,19333.77 ха,36.5 %,53 Број,23 Број,5078 Број,12026 Број,6134 Број,5892 Број,1.04 Однос,0.96 Однос,514 Број,4.3 %,674 Број,5.6 %,424 Број,3.5 %,10522 Број,87.5 %,1698 Број,14.1 %,7282 Број,60.6 %,1991 Број,16.6 %,3556 Број,29.6 %,49.53 Број,269.5 Индекс,71 Број,5.9 ‰,310 Број,25.78 ‰,1 Број,14.1 ‰,-239 Број,-19.87 ‰,22.9 Индекс,1.31 Коефицијент,71.1 Број,77.5 Број,65.1 Број,16.3 Број,48.8 Број,35 Број,5 Број,7 Број,-68 Број,275.89 км,0.5 км,2002 Број,166 Број,3800 Број,74.8 %,2029 Број,40 %,2 Број,0.2 Број,75.6 %,21.6 %
12,Babusnica,Pirotska oblast,Бабушница,Пиротска област,2013,529 км2,19333.77 ха,36.5 %,53 Број,22 Број,5078 Број,11733 Број,5994 Број,5739 Број,1.04 Однос,0.96 Однос,486 Број,4.1 %,666 Број,5.7 %,408 Број,3.5 %,10283 Број,87.6 %,1647 Број,14 %,7104 Број,60.5 %,1931 Број,16.5 %,3477 Број,29.6 %,49.57 Број,271.9 Индекс,67 Број,5.71 ‰,297 Број,25.31 ‰,0 Број,0 ‰,-230 Број,-19.6 ‰,22.56 Индекс,1.26 Коефицијент,71.5 Број,76.1 Број,65.2 Број,16.2 Број,48.9 Број,33 Број,19 Број,1.7 Број,-47 Број,199.3 км,0.4 км,2058 Број,175 Број,3828 Број,75.4 %,2029 Број,40 %,1 Број,0.1 Број,75.6 %,21.6 %
13,Babusnica,Pirotska oblast,Бабушница,Пиротска област,2014,529 км2,19686.78 ха,37.2 %,53 Број,22 Број,5078 Број,11478 Број,5852 Број,5626 Број,1.04 Однос,0.96 Однос,487 Број,4.2 %,655 Број,5.7 %,387 Број,3.4 %,10055 Број,87.6 %,1598 Број,13.9 %,6917 Број,60.3 %,1880 Број,16.4 %,3419 Број,29.8 %,49.55 Број,271.9 Индекс,98 Број,8.54 ‰,288 Број,25.09 ‰,1 Број,10.2 ‰,-190 Број,-16.55 ‰,34.03 Индекс,1.9 Коефицијент,71.6 Број,76.6 Број,65.9 Број,16.5 Број,49.4 Број,45 Број,8 Број,5.6 Број,-45 Број,224.42 км,0.4 км,2056 Број,179 Број,3828 Број,75.4 %,2125 Број,41.8 %,0 Број,0 Број,75.6 %,21.6 %
14,Babusnica,Pirotska oblast,Бабушница,Пиротска област,2015,529 км2,19686.78 ха,37.2 %,53 Број,21 Број,5078 Број,11210 Број,5737 Број,5473 Број,1.05 Однос,0.95 Однос,493 Број,4.4 %,640 Број,5.7 %,365 Број,3.3 %,9808 Број,87.5 %,1539 Број,13.7 %,6710 Број,59.9 %,1829 Број,16.3 %,3367 Број,30 %,49.51 Број,273.1 Индекс,66 Број,5.89 ‰,314 Број,28.01 ‰,0 Број,0 ‰,-248 Број,-22.12 ‰,21.02 Индекс,1.32 Коефицијент,71.6 Број,76.6 Број,67.1 Број,16.9 Број,50.2 Број,36 Број,5 Број,7.2 Број,-52 Број,234.87 км,0.4 км,2091 Број,187 Број,4074 Број,80.2 %,2175 Број,42.8 %,0 Број,0 Број,75.6 %,21.6 %
15,Babusnica,Pirotska oblast,Бабушница,Пиротска област,2016,529 км2,19686.78 ха,37.2 %,53 Број,21 Број,5078 Број,10933 Број,5621 Број,5312 Број,1.06 Однос,0.95 Однос,485 Број,4.4 %,628 Број,5.7 %,345 Број,3.2 %,9566 Број,87.5 %,1482 Број,13.6 %,6527 Број,59.7 %,1777 Број,16.3 %,3293 Број,30.1 %,49.52 Број,275.3 Индекс,67 Број,6.13 ‰,289 Број,26.43 ‰,0 Број,0 ‰,-222 Број,-20.31 ‰,23.18 Индекс,1.38 Коефицијент,71.4 Број,76.7 Број,67.5 Број,17.1 Број,50.5 Број,39 Број,8 Број,4.9 Број,-33 Број,250.21 км,0.5 км,2183 Број,200 Број,4082 Број,80.4 %,2175 Број,42.8 %,0 Број,0 Број,73.7 %,21.7 %
16,Babusnica,Pirotska oblast,Бабушница,Пиротска област,2017,529 км2,19818.77 ха,37.5 %,53 Број,20 Број,5078 Број,10659 Број,5485 Број,5174 Број,1.06 Однос,0.94 Однос,478 Број,4.5 %,617 Број,5.8 %,329 Број,3.1 %,9325 Број,87.5 %,1417 Број,13.3 %,6353 Број,59.6 %,1732 Број,16.2 %,3211 Број,30.1 %,49.51 Број,274.4 Индекс,65 Број,6.1 ‰,300 Број,28.15 ‰,1 Број,15.4 ‰,-235 Број,-22.05 ‰,21.67 Индекс,1.42 Коефицијент,71.8 Број,76.6 Број,67.8 Број,17.2 Број,50.5 Број,20 Број,4 Број,5 Број,-58 Број,253.23 км,0.5 км,2269 Број,213 Број,4085 Број,80.4 %,2175 Број,42.8 %,1 Број,0.1 Број,73.7 %,21.7 %
17,Babusnica,Pirotska oblast,Бабушница,Пиротска област,2018,529 км2,19818.77 ха,37.5 %,53 Број,20 Број,5078 Број,10362 Број,5346 Број,5016 Број,1.07 Однос,0.94 Однос,462 Број,4.5 %,607 Број,5.9 %,313 Број,3 %,9068 Број,87.5 %,1346 Број,13 %,6153 Број,59.4 %,1682 Број,16.2 %,3140 Број,30.3 %,49.49 Број,273.7 Индекс,46 Број,4.44 ‰,293 Број,28.28 ‰,2 Број,43.5 ‰,-247 Број,-23.84 ‰,15.7 Индекс,1 Коефицијент,71.6 Број,76.1 Број,68.4 Број,17.4 Број,51 Број,20 Број,13 Број,1.5 Број,-53 Број,253.23 км,0.5 км,2192 Број,212 Број,4085 Број,80.4 %,2205 Број,43.4 %,2 Број,0.2 Број,73.7 %,21.7 %
18,Babusnica,Pirotska oblast,Бабушница,Пиротска област,2019,529 км2,19818.77 ха,37.5 %,53 Број,19 Број,5078 Број,10069 Број,5212 Број,4857 Број,1.07 Однос,0.93 Однос,445 Број,4.4 %,591 Број,5.9 %,304 Број,3 %,8808 Број,87.5 %,1287 Број,12.8 %,5955 Број,59.1 %,1637 Број,16.3 %,3078 Број,30.6 %,49.54 Број,274.4 Индекс,61 Број,6.06 ‰,268 Број,26.62 ‰,0 Број,0 ‰,-207 Број,-20.56 ‰,22.76 Индекс,1.4 Коефицијент,72.2 Број,74.4 Број,69.1 Број,17.4 Број,51.7 Број,26 Број,17 Број,1.5 Број,-79 Број,250.23 км,0.5 км,2303 Број,229 Број,4085 Број,80.4 %,2205 Број,43.4 %,1 Број,0.1 Број,73.7 %,21.7 %
19,Babusnica,Pirotska oblast,Бабушница,Пиротска област,2020,529 км2,20490.1 ха,38.7 %,53 Број,19 Број,5078 Број,9789 Број,5079 Број,4710 Број,1.08 Однос,0.93 Однос,430 Број,4.4 %,561 Број,5.7 %,314 Број,3.2 %,8556 Број,87.4 %,1254 Број,12.8 %,5771 Број,59 %,1599 Број,16.3 %,3027 Број,30.9 %,49.48 Број,276 Индекс,42 Број,4.29 ‰,278 Број,28.4 ‰,1 Број,23.8 ‰,-236 Број,-24.11 ‰,15.11 Индекс,1.05 Коефицијент,71.4 Број,74.7 Број,69.6 Број,17.2 Број,52.5 Број,18 Број,7 Број,2.6 Број,-37 Број,250.23 км,0.5 км,2402 Број,245 Број,4085 Број,80.4 %,2205 Број,43.4 %,0 Број,0 Број,77.8 %,30.4 %
20,Bela Palanka,Pirotska oblast,Бела Паланка,Пиротска област,2011,517 км2,14857.21 ха,28.7 %,46 Број,23 Број,4697 Број,12132 Број,6270 Број,5862 Број,1.07 Однос,0.93 Однос,632 Број,5.2 %,831 Број,6.8 %,494 Број,4.1 %,10302 Број,84.9 %,2037 Број,16.8 %,7607 Број,62.7 %,2232 Број,18.4 %,3062 Број,25.2 %,46.31 Број,186.5 Индекс,89 Број,7.34 ‰,291 Број,23.99 ‰,1 Број,11.2 ‰,-202 Број,-16.65 ‰,30.58 Индекс,1.46 Коефицијент,69.8 Број,76.2 Број,59.5 Број,19.2 Број,40.3 Број,31 Број,12 Број,2.6 Број,-35 Број,239.45 км,0.5 км,1635 Број,135 Број,2550 Број,54.3 %,2380 Број,50.7 %,3 Број,0.2 Број,79.9 %,13.8 %
21,Bela Palanka,Pirotska oblast,Бела Паланка,Пиротска област,2012,517 км2,14857.21 ха,28.7 %,46 Број,23 Број,4697 Број,11909 Број,6176 Број,5733 Број,1.08 Однос,0.93 Однос,602 Број,5.1 %,846 Број,7.1 %,470 Број,3.9 %,10117 Број,85 %,1976 Број,16.6 %,7504 Број,63 %,2167 Број,18.2 %,2957 Број,24.8 %,46.32 Број,187 Индекс,77 Број,6.47 ‰,264 Број,22.17 ‰,0 Број,0 ‰,-187 Број,-15.7 ‰,29.17 Индекс,1.26 Коефицијент,70.3 Број,76.4 Број,58.7 Број,19.3 Број,39.4 Број,36 Број,4 Број,9 Број,-22 Број,239.95 км,0.5 км,1727 Број,145 Број,2650 Број,56.4 %,2380 Број,50.7 %,7 Број,0.6 Број,82.7 %,0 %
22,Bela Palanka,Pirotska oblast,Бела Паланка,Пиротска област,2013,517 км2,14857.21 ха,28.7 %,46 Број,23 Број,4697 Број,11726 Број,6101 Број,5625 Број,1.08 Однос,0.92 Однос,591 Број,5 %,841 Број,7.2 %,445 Број,3.8 %,9974 Број,85.1 %,1914 Број,16.3 %,7373 Број,62.9 %,2095 Број,17.9 %,2921 Број,24.9 %,46.45 Број,190.3 Индекс,90 Број,7.68 ‰,222 Број,18.93 ‰,0 Број,0 ‰,-132 Број,-11.26 ‰,40.54 Индекс,1.53 Коефицијент,71.8 Број,77.6 Број,59 Број,19.4 Број,39.6 Број,41 Број,14 Број,2.9 Број,-24 Број,193.65 км,0.4 км,1762 Број,150 Број,2650 Број,56.4 %,2380 Број,50.7 %,8 Број,0.7 Број,82.7 %,0 %
23,Bela Palanka,Pirotska oblast,Бела Паланка,Пиротска област,2014,517 км2,25416.8 ха,49.2 %,46 Број,22 Број,4697 Број,11559 Број,6016 Број,5543 Број,1.09 Однос,0.92 Однос,598 Број,5.2 %,831 Број,7.2 %,421 Број,3.6 %,9827 Број,85 %,1860 Број,16.1 %,7251 Број,62.7 %,2039 Број,17.6 %,2879 Број,24.9 %,46.53 Број,192.8 Индекс,87 Број,7.53 ‰,232 Број,20.07 ‰,1 Број,11.5 ‰,-145 Број,-12.54 ‰,37.5 Индекс,1.55 Коефицијент,71.7 Број,78.3 Број,59.4 Број,19.7 Број,39.7 Број,64 Број,7 Број,9.1 Број,-32 Број,235.02 км,0.5 км,1787 Број,155 Број,2650 Број,56.4 %,2380 Број,50.7 %,9 Број,0.8 Број,82.7 %,0 %
24,Bela Palanka,Pirotska oblast,Бела Паланка,Пиротска област,2015,517 км2,25416.8 ха,49.2 %,46 Број,22 Број,4697 Број,11377 Број,5919 Број,5458 Број,1.08 Однос,0.92 Однос,603 Број,5.3 %,809 Број,7.1 %,418 Број,3.7 %,9655 Број,84.9 %,1813 Број,15.9 %,7124 Број,62.6 %,1999 Број,17.6 %,2841 Број,25 %,46.57 Број,194.5 Индекс,84 Број,7.38 ‰,236 Број,20.74 ‰,0 Број,0 ‰,-152 Број,-13.36 ‰,35.59 Индекс,1.52 Коефицијент,72.5 Број,78.1 Број,59.7 Број,19.8 Број,39.9 Број,62 Број,4 Број,15.5 Број,-36 Број,234.52 км,0.5 км,1798 Број,158 Број,2656 Број,56.5 %,2386 Број,50.8 %,29 Број,2.5 Број,82.7 %,0 %
25,Bela Palanka,Pirotska oblast,Бела Паланка,Пиротска област,2016,517 км2,25416.8 ха,49.2 %,46 Број,22 Број,4697 Број,11214 Број,5835 Број,5379 Број,1.08 Однос,0.92 Однос,606 Број,5.4 %,778 Број,6.9 %,428 Број,3.8 %,9508 Број,84.8 %,1773 Број,15.8 %,6998 Број,62.4 %,1968 Број,17.5 %,2832 Број,25.3 %,46.66 Број,197.9 Индекс,90 Број,8.03 ‰,211 Број,18.82 ‰,1 Број,11.1 ‰,-121 Број,-10.79 ‰,42.65 Индекс,1.64 Коефицијент,71.2 Број,78.7 Број,60.2 Број,19.8 Број,40.5 Број,50 Број,6 Број,8.3 Број,-17 Број,238.55 км,0.5 км,1846 Број,165 Број,2664 Број,56.7 %,2390 Број,50.9 %,6 Број,0.5 Број,81.1 %,44.8 %
26,Bela Palanka,Pirotska oblast,Бела Паланка,Пиротска област,2017,517 км2,25475.08 ха,49.3 %,46 Број,21 Број,4697 Број,11065 Број,5756 Број,5309 Број,1.08 Однос,0.92 Однос,619 Број,5.6 %,761 Број,6.9 %,418 Број,3.8 %,9365 Број,84.6 %,1712 Број,15.5 %,6858 Број,62 %,1933 Број,17.5 %,2827 Број,25.5 %,46.77 Број,199.9 Индекс,102 Број,9.22 ‰,206 Број,18.62 ‰,1 Број,9.8 ‰,-104 Број,-9.4 ‰,49.51 Индекс,1.9 Коефицијент,72.9 Број,79.1 Број,61.3 Број,20.1 Број,41.2 Број,34 Број,15 Број,2.3 Број,-55 Број,239.87 км,0.5 км,1913 Број,173 Број,2664 Број,56.7 %,2390 Број,50.9 %,7 Број,0.6 Број,81.1 %,44.8 %
27,Bela Palanka,Pirotska oblast,Бела Паланка,Пиротска област,2018,517 км2,25475.08 ха,49.3 %,46 Број,21 Број,4697 Број,10889 Број,5665 Број,5224 Број,1.08 Однос,0.92 Однос,621 Број,5.7 %,753 Број,6.9 %,413 Број,3.8 %,9207 Број,84.6 %,1641 Број,15.1 %,6675 Број,61.3 %,1889 Број,17.3 %,2840 Број,26.1 %,46.89 Број,201.4 Индекс,79 Број,7.26 ‰,216 Број,19.84 ‰,1 Број,12.7 ‰,-137 Број,-12.58 ‰,36.57 Индекс,1.51 Коефицијент,72.1 Број,79.4 Број,63.1 Број,20.6 Број,42.5 Број,31 Број,13 Број,2.4 Број,-58 Број,239.87 км,0.5 км,1927 Број,177 Број,2730 Број,58.1 %,2566 Број,54.6 %,1 Број,0.1 Број,81.1 %,44.8 %
28,Bela Palanka,Pirotska oblast,Бела Паланка,Пиротска област,2019,517 км2,25475.08 ха,49.3 %,46 Број,21 Број,4697 Број,10702 Број,5574 Број,5128 Број,1.09 Однос,0.92 Однос,616 Број,5.8 %,726 Број,6.8 %,417 Број,3.9 %,9053 Број,84.6 %,1594 Број,14.9 %,6510 Број,60.8 %,1856 Број,17.3 %,2850 Број,26.6 %,47.01 Број,201.9 Индекс,88 Број,8.22 ‰,223 Број,20.84 ‰,0 Број,0 ‰,-135 Број,-12.61 ‰,39.46 Индекс,1.74 Коефицијент,73 Број,78.5 Број,64.4 Број,20.6 Број,43.8 Број,29 Број,9 Број,3.2 Број,-43 Број,239.87 км,0.5 км,2038 Број,190 Број,2730 Број,58.1 %,2566 Број,54.6 %,2 Број,0.2 Број,81.1 %,44.8 %
29,Bela Palanka,Pirotska oblast,Бела Паланка,Пиротска област,2020,517 км2,25512.44 ха,49.3 %,46 Број,20 Број,4697 Број,10523 Број,5485 Број,5038 Број,1.09 Однос,0.92 Однос,610 Број,5.8 %,694 Број,6.6 %,422 Број,4 %,8893 Број,84.5 %,1576 Број,15 %,6380 Број,60.6 %,1831 Број,17.4 %,2839 Број,27 %,46.93 Број,203.2 Индекс,67 Број,6.37 ‰,248 Број,23.57 ‰,0 Број,0 ‰,-181 Број,-17.2 ‰,27.02 Индекс,1.34 Коефицијент,72.1 Број,77.1 Број,64.9 Број,20.4 Број,44.5 Број,27 Број,7 Број,3.9 Број,0 Број,239.87 км,0.5 км,2107 Број,200 Број,2734 Број,58.2 %,2571 Број,54.7 %,2 Број,0.2 Број,81.8 %,41.4 %
