,naziv_opstine_clean,naziv_okruga_clean,NazivOpstine,NazivOkruga1,Datum,01. Povrsina,02. Teritorija pod sumom,"03. Teritorija pod sumom, kao % ukupne povrsine",04. Broj naselja,05. Gustina naseljenosti,06. Broj domacinstava,07. Broj stanovnika,"08. Broj stanovnika, musko","09. Broj stanovnika, zensko",10. Stopa maskuliniteta,11. Stopa feminiteta,12. Stanovnistvo - Predskolski uzrast (0-6),"13. Stanovnistvo - Predskolski uzrast (0-6), kao % ukupnog stanovnistva",14. Stanovnistvo - Osnovnoskolski uzrast (7-14),"15. Stanovnistvo - Osnovnoskolski uzrast (7-14), kao % ukupnog stanovnistva",16. Stanovnistvo - Srednjoskolski uzrast (15-18),"17. Stanovnistvo - Srednjoskolski uzrast (15-18), kao % ukupnog stanovnistva",18. Stanovnistvo - Punoletno stanovnistvo (18 i vise),"19. Stanovnistvo - Punoletno stanovnistvo (18 i vise), kao % ukupnog stanovnistva",20. Stanovnistvo - Mladi (15-29 godina),"21. Stanovnistvo - Mladi (15-29 godina), kao % ukupnog stanovnistva",22. Stanovnistvo - Radno sposobno stanovnistvo (15-64),"23. Stanovnistvo - Radno sposobno stanovnistvo (15-64), kao % ukupnog stanovnistva",24. Stanovnistvo - Zene u fertilnom periodu (15-49),"25. Stanovnistvo - Zene u fertilnom periodu (15-49), kao % ukupnog stanovnistva",26. Stanovnistvo - Starije stanovnistvo (65 i vise),"27. Stanovnistvo - Starije stanovnistvo (65 i vise), kao % ukupnog stanovnistva",28. Prosecna starost stanovnistva,29. Indeks starenja,30. Natalitet,31. Stopa nataliteta,32. Mortalitet,33. Stopa mortaliteta,34. Broj umrle odojcadi,35. Broj umrle odojcadi na 1000 zivorodjenih,36. Prirodni prirastaj,37. Stopa prirodnog prirastaja,38. Vitalni indeks,39. Stopa ukupnog fertiliteta,"40. Ocekivano trajanje zivota, muskarci","41. Ocekivano trajanje zivota, zene",42. Stopa ukupne zavisnosti stanovnistva,43. Stopa zavisnosti mladjeg stanovnistva,44. Stopa zavisnosti starijeg stanovnistva,45. Zakljuceni brakovi,46. Razvedeni brakovi,47. Odnos zakljucenih i razvedenih brakova,48. Unutrasnji migracioni saldo,49. Duzina puteva,50. Gustina puteva,51. Putnicki automobili,52. Putnicki automobili na 1000 stanovnika,53. Domacinstva prikljucena na vodovodnu mrezu,"54. Domacinstva prikljucena na vodovodnu mrezu, kao % ukupnog broja domacinstava",55. Domacinstva prikljucena na kanalizacionu mrezu,"56. Domacinstva prikljucena na kanalizacionu mrezu, kao % ukupnog broja domacinstava",57. Broj izgradjenih stanova,58. Izgradjeni stanovi na 1000 stanovnika,"59. Glasaci na izborima za odbornike skupstina JLS, kao % ukupnih biraca","60. Zene, kao % odbornika u skupstinama JLS"
145,Kladovo,Borska oblast,Кладово,Борска област,2016,629 км2,29378.81 ха,46.7 %,23 Број,31 Број,7745 Број,19222 Број,9401 Број,9821 Број,0.96 Однос,1.04 Однос,924 Број,4.8 %,1244 Број,6.5 %,666 Број,3.5 %,16559 Број,86.1 %,2791 Број,14.5 %,11913 Број,62 %,3546 Број,18.4 %,5141 Број,26.7 %,47.36 Број,228.4 Индекс,111 Број,5.77 ‰,382 Број,19.87 ‰,1 Број,9 ‰,-271 Број,-14.1 ‰,29.06 Индекс,1.18 Коефицијент,72.3 Број,76.4 Број,61.4 Број,18.2 Број,43.2 Број,128 Број,36 Број,3.6 Број,-57 Број,247.08 км,0.4 км,5475 Број,285 Број,7120 Број,91.9 %,5950 Број,76.8 %,5 Број,0.3 Број,52.5 %,21.4 %
146,Kladovo,Borska oblast,Кладово,Борска област,2017,629 км2,28150.01 ха,44.8 %,23 Број,30 Број,7745 Број,18926 Број,9254 Број,9672 Број,0.96 Однос,1.05 Однос,893 Број,4.7 %,1224 Број,6.5 %,663 Број,3.5 %,16319 Број,86.2 %,2737 Број,14.5 %,11638 Број,61.5 %,3478 Број,18.4 %,5171 Број,27.3 %,47.52 Број,232.7 Индекс,124 Број,6.55 ‰,374 Број,19.76 ‰,1 Број,8.1 ‰,-250 Број,-13.21 ‰,33.16 Индекс,1.35 Коефицијент,73.1 Број,76.7 Број,62.6 Број,18.2 Број,44.4 Број,108 Број,45 Број,2.4 Број,-14 Број,257.37 км,0.4 км,5605 Број,296 Број,7120 Број,91.9 %,5950 Број,76.8 %,41 Број,2.2 Број,52.5 %,21.4 %
147,Kladovo,Borska oblast,Кладово,Борска област,2018,629 км2,28150.01 ха,44.8 %,23 Број,30 Број,7745 Број,18643 Број,9115 Број,9528 Број,0.96 Однос,1.05 Однос,885 Број,4.7 %,1209 Број,6.5 %,646 Број,3.5 %,16065 Број,86.2 %,2685 Број,14.4 %,11354 Број,60.9 %,3410 Број,18.3 %,5195 Број,27.9 %,47.61 Број,232.4 Индекс,127 Број,6.81 ‰,405 Број,21.72 ‰,0 Број,0 ‰,-278 Број,-14.91 ‰,31.36 Индекс,1.38 Коефицијент,72.2 Број,77.3 Број,64.2 Број,18.4 Број,45.8 Број,112 Број,19 Број,5.9 Број,-25 Број,257.37 км,0.4 км,5578 Број,299 Број,7120 Број,91.9 %,5950 Број,76.8 %,64 Број,3.4 Број,52.5 %,21.4 %
148,Kladovo,Borska oblast,Кладово,Борска област,2019,629 км2,28150.01 ха,44.8 %,23 Број,29 Број,7745 Број,18332 Број,8965 Број,9367 Број,0.96 Однос,1.04 Однос,864 Број,4.7 %,1201 Број,6.6 %,640 Број,3.5 %,15788 Број,86.1 %,2643 Број,14.4 %,11081 Број,60.4 %,3350 Број,18.3 %,5186 Број,28.3 %,47.69 Број,233.1 Индекс,123 Број,6.71 ‰,399 Број,21.77 ‰,0 Број,0 ‰,-276 Број,-15.06 ‰,30.83 Индекс,1.37 Коефицијент,71.9 Број,78.2 Број,65.4 Број,18.6 Број,46.8 Број,115 Број,32 Број,3.6 Број,-42 Број,257.37 км,0.4 км,5649 Број,308 Број,7120 Број,91.9 %,6732 Број,86.9 %,55 Број,3 Број,43.5 %,32.1 %
149,Kladovo,Borska oblast,Кладово,Борска област,2020,629 км2,28195 ха,44.8 %,23 Број,29 Број,7745 Број,18002 Број,8800 Број,9202 Број,0.96 Однос,1.05 Однос,830 Број,4.6 %,1169 Број,6.5 %,644 Број,3.6 %,15529 Број,86.3 %,2611 Број,14.5 %,10849 Број,60.3 %,3306 Број,18.4 %,5154 Број,28.6 %,47.72 Број,234.8 Индекс,80 Број,4.44 ‰,416 Број,23.11 ‰,0 Број,0 ‰,-336 Број,-18.66 ‰,19.23 Индекс,0.91 Коефицијент,71.4 Број,78.5 Број,65.9 Број,18.4 Број,47.5 Број,54 Број,34 Број,1.6 Број,-6 Број,257.37 км,0.4 км,5619 Број,312 Број,7500 Број,96.8 %,6750 Број,87.2 %,54 Број,3 Број,43.5 %,32.1 %
150,Knjazevac,Zajecarska oblast,Књажевац,Зајечарска област,2011,1202 км2,42420.98 ха,35.3 %,86 Број,26 Број,11572 Број,31603 Број,15421 Број,16182 Број,0.95 Однос,1.05 Однос,1482 Број,4.7 %,1866 Број,5.9 %,1113 Број,3.5 %,27422 Број,86.8 %,4500 Број,14.2 %,19660 Број,62.2 %,5524 Број,17.5 %,8595 Број,27.2 %,48.48 Број,244.7 Индекс,210 Број,6.64 ‰,720 Број,22.78 ‰,2 Број,9.5 ‰,-510 Број,-16.14 ‰,29.17 Индекс,1.42 Коефицијент,72.2 Број,77.5 Број,60.7 Број,17 Број,43.7 Број,122 Број,24 Број,5.1 Број,-61 Број,501.45 км,0.4 км,6088 Број,193 Број,8310 Број,71.8 %,4774 Број,41.3 %,30 Број,0.9 Број,41.6 %,20 %
151,Knjazevac,Zajecarska oblast,Књажевац,Зајечарска област,2012,1202 км2,42420.98 ха,35.3 %,86 Број,26 Број,11572 Број,31042 Број,15157 Број,15885 Број,0.95 Однос,1.05 Однос,1469 Број,4.7 %,1825 Број,5.9 %,1086 Број,3.5 %,26946 Број,86.8 %,4383 Број,14.1 %,19314 Број,62.2 %,5422 Број,17.5 %,8434 Број,27.2 %,48.55 Број,247.3 Индекс,211 Број,6.8 ‰,706 Број,22.74 ‰,1 Број,4.7 ‰,-495 Број,-15.95 ‰,29.89 Индекс,1.47 Коефицијент,72.2 Број,77.5 Број,60.7 Број,17.1 Број,43.7 Број,110 Број,41 Број,2.7 Број,-55 Број,501.45 км,0.4 км,6259 Број,202 Број,8311 Број,71.8 %,5504 Број,47.6 %,15 Број,0.5 Број,70.4 %,32.5 %
152,Knjazevac,Zajecarska oblast,Књажевац,Зајечарска област,2013,1202 км2,42420.98 ха,35.3 %,86 Број,25 Број,11572 Број,30491 Број,14900 Број,15591 Број,0.96 Однос,1.05 Однос,1453 Број,4.8 %,1800 Број,5.9 %,1036 Број,3.4 %,26479 Број,86.8 %,4233 Број,13.9 %,18789 Број,61.6 %,5324 Број,17.5 %,8449 Број,27.7 %,48.64 Број,252 Индекс,164 Број,5.38 ‰,692 Број,22.7 ‰,2 Број,12.2 ‰,-528 Број,-17.32 ‰,23.7 Индекс,1.16 Коефицијент,72.1 Број,77.6 Број,62.3 Број,17.3 Број,45 Број,106 Број,29 Број,3.7 Број,-25 Број,500.5 км,0.4 км,6320 Број,207 Број,8338 Број,72.1 %,5536 Број,47.8 %,4 Број,0.1 Број,70.4 %,32.5 %
153,Knjazevac,Zajecarska oblast,Књажевац,Зајечарска област,2014,1202 км2,42864.54 ха,35.7 %,86 Број,25 Број,11572 Број,29948 Број,14662 Број,15286 Број,0.96 Однос,1.04 Однос,1439 Број,4.8 %,1793 Број,6 %,973 Број,3.2 %,26012 Број,86.9 %,4077 Број,13.6 %,18242 Број,60.9 %,5215 Број,17.4 %,8474 Број,28.3 %,48.7 Број,256 Индекс,205 Број,6.85 ‰,714 Број,23.84 ‰,2 Број,9.8 ‰,-509 Број,-17 ‰,28.71 Индекс,1.49 Коефицијент,72.4 Број,77 Број,64.2 Број,17.7 Број,46.5 Број,97 Број,50 Број,1.9 Број,-23 Број,491.4 км,0.4 км,6392 Број,213 Број,9410 Број,81.3 %,5723 Број,49.5 %,4 Број,0.1 Број,70.4 %,32.5 %
154,Knjazevac,Zajecarska oblast,Књажевац,Зајечарска област,2015,1202 км2,42864.54 ха,35.7 %,86 Број,24 Број,11572 Број,29413 Број,14422 Број,14991 Број,0.96 Однос,1.04 Однос,1430 Број,4.9 %,1778 Број,6 %,938 Број,3.2 %,25523 Број,86.8 %,3964 Број,13.5 %,17753 Број,60.4 %,5131 Број,17.4 %,8452 Број,28.7 %,48.68 Број,256.7 Индекс,197 Број,6.7 ‰,721 Број,24.51 ‰,3 Број,15.2 ‰,-524 Број,-17.82 ‰,27.32 Индекс,1.46 Коефицијент,72 Број,76.9 Број,65.7 Број,18.1 Број,47.6 Број,113 Број,48 Број,2.4 Број,-15 Број,491.4 км,0.4 км,6478 Број,220 Број,9410 Број,81.3 %,5743 Број,49.6 %,4 Број,0.1 Број,70.4 %,32.5 %
155,Knjazevac,Zajecarska oblast,Књажевац,Зајечарска област,2016,1202 км2,42864.54 ха,35.7 %,86 Број,24 Број,11572 Број,28896 Број,14180 Број,14716 Број,0.96 Однос,1.04 Однос,1417 Број,4.9 %,1764 Број,6.1 %,914 Број,3.2 %,25035 Број,86.6 %,3862 Број,13.4 %,17273 Број,59.8 %,5045 Број,17.5 %,8442 Број,29.2 %,48.68 Број,256.5 Индекс,228 Број,7.89 ‰,629 Број,21.77 ‰,1 Број,4.4 ‰,-401 Број,-13.88 ‰,36.25 Индекс,1.73 Коефицијент,72 Број,77.6 Број,67.3 Број,18.4 Број,48.9 Број,99 Број,45 Број,2.2 Број,-92 Број,483.65 км,0.4 км,6588 Број,228 Број,9501 Број,82.1 %,5854 Број,50.6 %,4 Број,0.1 Број,57.9 %,35 %
156,Knjazevac,Zajecarska oblast,Књажевац,Зајечарска област,2017,1202 км2,45983.3 ха,38.3 %,86 Број,24 Број,11572 Број,28402 Број,13952 Број,14450 Број,0.97 Однос,1.04 Однос,1397 Број,4.9 %,1746 Број,6.1 %,909 Број,3.2 %,24566 Број,86.5 %,3774 Број,13.3 %,16805 Број,59.2 %,4935 Број,17.4 %,8454 Број,29.8 %,48.74 Број,256.7 Индекс,177 Број,6.23 ‰,650 Број,22.89 ‰,1 Број,5.6 ‰,-473 Број,-16.65 ‰,27.23 Индекс,1.37 Коефицијент,72.1 Број,78.2 Број,69 Број,18.7 Број,50.3 Број,88 Број,33 Број,2.7 Број,-22 Број,490.44 км,0.4 км,6743 Број,237 Број,9525 Број,82.3 %,5896 Број,51 %,12 Број,0.4 Број,57.9 %,35 %
157,Knjazevac,Zajecarska oblast,Књажевац,Зајечарска област,2018,1202 км2,45983.3 ха,38.3 %,86 Број,23 Број,11572 Број,27921 Број,13736 Број,14185 Број,0.97 Однос,1.03 Однос,1346 Број,4.8 %,1719 Број,6.2 %,931 Број,3.3 %,24157 Број,86.5 %,3703 Број,13.3 %,16343 Број,58.5 %,4827 Број,17.3 %,8513 Број,30.5 %,48.85 Број,257.9 Индекс,157 Број,5.62 ‰,576 Број,20.63 ‰,2 Број,12.7 ‰,-419 Број,-15.01 ‰,27.26 Индекс,1.27 Коефицијент,73.2 Број,78.5 Број,70.8 Број,18.8 Број,52.1 Број,100 Број,46 Број,2.2 Број,-48 Број,490.44 км,0.4 км,6672 Број,239 Број,9525 Број,82.3 %,5896 Број,51 %,20 Број,0.7 Број,57.9 %,35 %
158,Knjazevac,Zajecarska oblast,Књажевац,Зајечарска област,2019,1202 км2,45983.3 ха,38.3 %,86 Број,23 Број,11572 Број,27476 Број,13543 Број,13933 Број,0.97 Однос,1.03 Однос,1315 Број,4.8 %,1698 Број,6.2 %,925 Број,3.4 %,23770 Број,86.5 %,3610 Број,13.1 %,15904 Број,57.9 %,4726 Број,17.2 %,8559 Број,31.2 %,48.95 Број,257.5 Индекс,192 Број,6.99 ‰,610 Број,22.2 ‰,0 Број,0 ‰,-418 Број,-15.21 ‰,31.48 Индекс,1.57 Коефицијент,73.7 Број,78.2 Број,72.8 Број,18.9 Број,53.8 Број,84 Број,36 Број,2.3 Број,-7 Број,485.59 км,0.4 км,6924 Број,252 Број,9525 Број,82.3 %,5896 Број,51 %,20 Број,0.7 Број,57.9 %,35 %
159,Knjazevac,Zajecarska oblast,Књажевац,Зајечарска област,2020,1202 км2,43321.54 ха,36 %,86 Број,22 Број,11572 Број,27005 Број,13321 Број,13684 Број,0.97 Однос,1.03 Однос,1312 Број,4.9 %,1664 Број,6.2 %,909 Број,3.4 %,23351 Број,86.5 %,3536 Број,13.1 %,15521 Број,57.5 %,4636 Број,17.2 %,8508 Број,31.5 %,48.85 Број,256.8 Индекс,170 Број,6.3 ‰,634 Број,23.48 ‰,1 Број,5.9 ‰,-464 Број,-17.18 ‰,26.81 Индекс,1.45 Коефицијент,73.3 Број,78.2 Број,74 Број,19.2 Број,54.8 Број,59 Број,26 Број,2.3 Број,-51 Број,485.59 км,0.4 км,7184 Број,266 Број,9525 Број,82.3 %,5896 Број,51 %,11 Број,0.4 Број,57.5 %,40 %
160,Kucevo,Branicevska oblast,Кучево,Браничевска област,2011,721 км2,34895.73 ха,48.4 %,26 Број,22 Број,5519 Број,15548 Број,7598 Број,7950 Број,0.96 Однос,1.05 Однос,709 Број,4.6 %,1182 Број,7.6 %,629 Број,4 %,13194 Број,84.9 %,2206 Број,14.2 %,9575 Број,61.6 %,2636 Број,17 %,4082 Број,26.3 %,47.54 Број,206.5 Индекс,69 Број,4.44 ‰,361 Број,23.22 ‰,0 Број,0 ‰,-292 Број,-18.78 ‰,19.11 Индекс,0.99 Коефицијент,68.1 Број,76.1 Број,62.4 Број,19.7 Број,42.6 Број,62 Број,43 Број,1.4 Број,-62 Број,233.96 км,0.3 км,3969 Број,255 Број,2079 Број,37.7 %,1765 Број,32 %,5 Број,0.3 Број,57.6 %,16.3 %
161,Kucevo,Branicevska oblast,Кучево,Браничевска област,2012,721 км2,34895.73 ха,48.4 %,26 Број,21 Број,5519 Број,15201 Број,7430 Број,7771 Број,0.96 Однос,1.05 Однос,663 Број,4.4 %,1127 Број,7.4 %,626 Број,4.1 %,12947 Број,85.2 %,2199 Број,14.5 %,9403 Број,61.9 %,2598 Број,17.1 %,4008 Број,26.4 %,47.69 Број,213.4 Индекс,82 Број,5.39 ‰,356 Број,23.42 ‰,1 Број,12.2 ‰,-274 Број,-18.03 ‰,23.03 Индекс,1.2 Коефицијент,68.8 Број,75.2 Број,61.7 Број,19 Број,42.6 Број,55 Број,41 Број,1.3 Број,-66 Број,233.96 км,0.3 км,4040 Број,266 Број,2081 Број,37.7 %,1765 Број,32 %,1 Број,0.1 Број,57.1 %,32.6 %
162,Kucevo,Branicevska oblast,Кучево,Браничевска област,2013,721 км2,34895.73 ха,48.4 %,26 Број,21 Број,5519 Број,14853 Број,7258 Број,7595 Број,0.96 Однос,1.05 Однос,636 Број,4.3 %,1059 Број,7.1 %,628 Број,4.2 %,12680 Број,85.4 %,2185 Број,14.7 %,9160 Број,61.7 %,2563 Број,17.3 %,3998 Број,26.9 %,47.85 Број,220.4 Индекс,85 Број,5.72 ‰,369 Број,24.84 ‰,0 Број,0 ‰,-284 Број,-19.12 ‰,23.04 Индекс,1.28 Коефицијент,70.4 Број,76.5 Број,62.2 Број,18.5 Број,43.6 Број,75 Број,39 Број,1.9 Број,-72 Број,320.96 км,0.4 км,4239 Број,285 Број,2081 Број,37.7 %,1765 Број,32 %,7 Број,0.5 Број,57.1 %,32.6 %
163,Kucevo,Branicevska oblast,Кучево,Браничевска област,2014,721 км2,34986.17 ха,48.5 %,26 Број,20 Број,5519 Број,14515 Број,7088 Број,7427 Број,0.95 Однос,1.05 Однос,609 Број,4.2 %,1005 Број,6.9 %,625 Број,4.3 %,12418 Број,85.6 %,2160 Број,14.9 %,8918 Број,61.4 %,2524 Број,17.4 %,3983 Број,27.4 %,48.01 Број,227.8 Индекс,65 Број,4.48 ‰,333 Број,22.94 ‰,1 Број,15.4 ‰,-268 Број,-18.46 ‰,19.52 Индекс,1 Коефицијент,70.5 Број,76.9 Број,62.8 Број,18.1 Број,44.7 Број,57 Број,37 Број,1.5 Број,-52 Број,320.96 км,0.4 км,4354 Број,300 Број,2081 Број,37.7 %,1765 Број,32 %,4 Број,0.3 Број,57.1 %,32.6 %
164,Kucevo,Branicevska oblast,Кучево,Браничевска област,2015,721 км2,34986.17 ха,48.5 %,26 Број,20 Број,5519 Број,14192 Број,6938 Број,7254 Број,0.96 Однос,1.05 Однос,592 Број,4.2 %,959 Број,6.8 %,617 Број,4.3 %,12188 Број,85.9 %,2147 Број,15.1 %,8677 Број,61.1 %,2484 Број,17.5 %,3964 Број,27.9 %,48.13 Број,233.9 Индекс,73 Број,5.14 ‰,369 Број,26 ‰,2 Број,27.4 ‰,-296 Број,-20.86 ‰,19.78 Индекс,1.14 Коефицијент,69.9 Број,76.7 Број,63.6 Број,17.9 Број,45.7 Број,64 Број,40 Број,1.6 Број,-30 Број,320.96 км,0.4 км,4523 Број,319 Број,2081 Број,37.7 %,1765 Број,32 %,0 Број,0 Број,57.1 %,32.6 %
165,Kucevo,Branicevska oblast,Кучево,Браничевска област,2016,721 км2,34986.17 ха,48.5 %,26 Број,19 Број,5519 Број,13851 Број,6781 Број,7070 Број,0.96 Однос,1.04 Однос,569 Број,4.1 %,929 Број,6.7 %,575 Број,4.2 %,11945 Број,86.2 %,2125 Број,15.3 %,8426 Број,60.8 %,2444 Број,17.6 %,3927 Број,28.4 %,48.15 Број,236.1 Индекс,65 Број,4.69 ‰,375 Број,27.07 ‰,0 Број,0 ‰,-310 Број,-22.38 ‰,17.33 Индекс,1.04 Коефицијент,70.1 Број,76.7 Број,64.4 Број,17.8 Број,46.6 Број,61 Број,34 Број,1.8 Број,-46 Број,320.66 км,0.4 км,4620 Број,334 Број,2084 Број,37.8 %,1765 Број,32 %,1 Број,0.1 Број,57.6 %,32.6 %
166,Kucevo,Branicevska oblast,Кучево,Браничевска област,2017,721 км2,35813.43 ха,49.7 %,26 Број,19 Број,5519 Број,13551 Број,6649 Број,6902 Број,0.96 Однос,1.04 Однос,542 Број,4 %,899 Број,6.6 %,539 Број,4 %,11723 Број,86.5 %,2094 Број,15.5 %,8209 Број,60.6 %,2416 Број,17.8 %,3901 Број,28.8 %,48.2 Број,240.5 Индекс,75 Број,5.53 ‰,301 Број,22.21 ‰,0 Број,0 ‰,-226 Број,-16.68 ‰,24.92 Индекс,1.19 Коефицијент,71.4 Број,77 Број,65.1 Број,17.6 Број,47.5 Број,69 Број,42 Број,1.6 Број,-19 Број,240.79 км,0.3 км,4771 Број,352 Број,2352 Број,42.6 %,2120 Број,38.4 %,6 Број,0.4 Број,57.6 %,32.6 %
167,Kucevo,Branicevska oblast,Кучево,Браничевска област,2018,721 км2,35813.43 ха,49.7 %,26 Број,18 Број,5519 Број,13273 Број,6529 Број,6744 Број,0.97 Однос,1.03 Однос,534 Број,4 %,838 Број,6.3 %,530 Број,4 %,11502 Број,86.7 %,2079 Број,15.7 %,8001 Број,60.3 %,2390 Број,18 %,3900 Број,29.4 %,48.31 Број,246.6 Индекс,68 Број,5.12 ‰,326 Број,24.56 ‰,0 Број,0 ‰,-258 Број,-19.44 ‰,20.86 Индекс,1.08 Коефицијент,72.7 Број,78 Број,65.9 Број,17.1 Број,48.7 Број,69 Број,33 Број,2.1 Број,-52 Број,240.79 км,0.3 км,4646 Број,350 Број,2352 Број,42.6 %,2120 Број,38.4 %,12 Број,0.9 Број,57.6 %,32.6 %
168,Kucevo,Branicevska oblast,Кучево,Браничевска област,2019,721 км2,35813.43 ха,49.7 %,26 Број,18 Број,5519 Број,12954 Број,6380 Број,6574 Број,0.97 Однос,1.03 Однос,524 Број,4 %,783 Број,6 %,535 Број,4.1 %,11230 Број,86.7 %,2059 Број,15.9 %,7758 Број,59.9 %,2343 Број,18.1 %,3889 Број,30 %,48.43 Број,251.1 Индекс,74 Број,5.71 ‰,309 Број,23.85 ‰,2 Број,27 ‰,-235 Број,-18.14 ‰,23.95 Индекс,1.21 Коефицијент,71.4 Број,76.9 Број,67 Број,16.8 Број,50.1 Број,53 Број,40 Број,1.3 Број,-93 Број,240.79 км,0.3 км,4710 Број,364 Број,2352 Број,42.6 %,2122 Број,38.4 %,31 Број,2.4 Број,57.6 %,32.6 %
169,Kucevo,Branicevska oblast,Кучево,Браничевска област,2020,721 км2,35811.42 ха,49.7 %,26 Број,18 Број,5519 Број,12641 Број,6229 Број,6412 Број,0.97 Однос,1.03 Однос,504 Број,4 %,757 Број,6 %,536 Број,4.2 %,10974 Број,86.8 %,2026 Број,16 %,7508 Број,59.4 %,2294 Број,18.1 %,3872 Број,30.6 %,48.38 Број,253.6 Индекс,68 Број,5.38 ‰,331 Број,26.18 ‰,1 Број,14.7 ‰,-263 Број,-20.81 ‰,20.54 Индекс,1.14 Коефицијент,70.3 Број,76 Број,68.4 Број,16.8 Број,51.6 Број,34 Број,35 Број,1 Број,-35 Број,240.79 км,0.3 км,4754 Број,376 Број,2352 Број,42.6 %,2124 Број,38.5 %,12 Број,0.9 Број,49.2 %,46.5 %
170,Kursumlija,Toplicka oblast,Куршумлија,Топличка област,2011,952 км2,54428.56 ха,57.2 %,90 Број,20 Број,7104 Број,19243 Број,9863 Број,9380 Број,1.05 Однос,0.95 Однос,1115 Број,5.8 %,1692 Број,8.8 %,960 Број,5 %,15717 Број,81.7 %,3525 Број,18.3 %,12668 Број,65.8 %,3903 Број,20.3 %,3768 Број,19.6 %,42.84 Број,126.9 Индекс,123 Број,6.39 ‰,327 Број,16.99 ‰,4 Број,32.5 ‰,-204 Број,-10.6 ‰,37.61 Индекс,1.2 Коефицијент,71.4 Број,74.7 Број,51.9 Број,22.2 Број,29.7 Број,55 Број,1 Број,55 Број,-67 Број,428.95 км,0.5 км,3293 Број,171 Број,4110 Број,57.9 %,3600 Број,50.7 %,11 Број,0.6 Број,64.5 %,16.2 %
171,Kursumlija,Toplicka oblast,Куршумлија,Топличка област,2012,952 км2,54428.56 ха,57.2 %,90 Број,20 Број,7104 Број,18962 Број,9752 Број,9210 Број,1.06 Однос,0.94 Однос,1051 Број,5.5 %,1636 Број,8.6 %,967 Број,5.1 %,15544 Број,82 %,3520 Број,18.6 %,12567 Број,66.3 %,3833 Број,20.2 %,3708 Број,19.6 %,43.05 Број,130.8 Индекс,134 Број,7.07 ‰,346 Број,18.25 ‰,0 Број,0 ‰,-212 Број,-11.18 ‰,38.73 Индекс,1.3 Коефицијент,71.4 Број,74.1 Број,50.9 Број,21.4 Број,29.5 Број,52 Број,19 Број,2.7 Број,-76 Број,538.95 км,0.6 км,3520 Број,186 Број,4110 Број,57.9 %,3600 Број,50.7 %,5 Број,0.3 Број,71.6 %,27 %
172,Kursumlija,Toplicka oblast,Куршумлија,Топличка област,2013,952 км2,54428.56 ха,57.2 %,90 Број,20 Број,7104 Број,18693 Број,9638 Број,9055 Број,1.06 Однос,0.94 Однос,983 Број,5.3 %,1609 Број,8.6 %,957 Број,5.1 %,15378 Број,82.3 %,3482 Број,18.6 %,12402 Број,66.3 %,3762 Број,20.1 %,3699 Број,19.8 %,43.25 Број,135.1 Индекс,121 Број,6.47 ‰,308 Број,16.48 ‰,2 Број,16.5 ‰,-187 Број,-10 ‰,39.29 Индекс,1.21 Коефицијент,70.8 Број,74.3 Број,50.7 Број,20.9 Број,29.8 Број,61 Број,14 Број,4.4 Број,-63 Број,319.8 км,0.3 км,3590 Број,192 Број,4511 Број,63.5 %,3600 Број,50.7 %,0 Број,0 Број,71.6 %,27 %
173,Kursumlija,Toplicka oblast,Куршумлија,Топличка област,2014,952 км2,54647.4 ха,57.4 %,90 Број,19 Број,7104 Број,18488 Број,9545 Број,8943 Број,1.07 Однос,0.94 Однос,966 Број,5.2 %,1563 Број,8.5 %,929 Број,5 %,15274 Број,82.6 %,3421 Број,18.5 %,12210 Број,66 %,3711 Број,20.1 %,3749 Број,20.3 %,43.49 Број,140.3 Индекс,154 Број,8.33 ‰,274 Број,14.82 ‰,3 Број,19.5 ‰,-120 Број,-6.49 ‰,56.2 Индекс,1.55 Коефицијент,71.7 Број,75.2 Број,51.4 Број,20.7 Број,30.7 Број,77 Број,0 Број,0 Број,-41 Број,556.85 км,0.6 км,3618 Број,196 Број,4520 Број,63.6 %,3600 Број,50.7 %,4 Број,0.2 Број,71.6 %,27 %
174,Kursumlija,Toplicka oblast,Куршумлија,Топличка област,2015,952 км2,54647.4 ха,57.4 %,90 Број,19 Број,7104 Број,18262 Број,9421 Број,8841 Број,1.07 Однос,0.94 Однос,961 Број,5.3 %,1516 Број,8.3 %,884 Број,4.8 %,15150 Број,83 %,3352 Број,18.4 %,12004 Број,65.7 %,3651 Број,20 %,3781 Број,20.7 %,43.69 Број,144.7 Индекс,148 Број,8.1 ‰,337 Број,18.45 ‰,1 Број,6.8 ‰,-189 Број,-10.35 ‰,43.92 Индекс,1.53 Коефицијент,70.5 Број,75.9 Број,52.1 Број,20.6 Број,31.5 Број,62 Број,2 Број,31 Број,-101 Број,556.85 км,0.6 км,3712 Број,203 Број,4520 Број,63.6 %,3600 Број,50.7 %,2 Број,0.1 Број,71.6 %,27 %
