,naziv_opstine_clean,naziv_okruga_clean,NazivOpstine,NazivOkruga1,Datum,01. Povrsina,02. Teritorija pod sumom,"03. Teritorija pod sumom, kao % ukupne povrsine",04. Broj naselja,05. Gustina naseljenosti,06. Broj domacinstava,07. Broj stanovnika,"08. Broj stanovnika, musko","09. Broj stanovnika, zensko",10. Stopa maskuliniteta,11. Stopa feminiteta,12. Stanovnistvo - Predskolski uzrast (0-6),"13. Stanovnistvo - Predskolski uzrast (0-6), kao % ukupnog stanovnistva",14. Stanovnistvo - Osnovnoskolski uzrast (7-14),"15. Stanovnistvo - Osnovnoskolski uzrast (7-14), kao % ukupnog stanovnistva",16. Stanovnistvo - Srednjoskolski uzrast (15-18),"17. Stanovnistvo - Srednjoskolski uzrast (15-18), kao % ukupnog stanovnistva",18. Stanovnistvo - Punoletno stanovnistvo (18 i vise),"19. Stanovnistvo - Punoletno stanovnistvo (18 i vise), kao % ukupnog stanovnistva",20. Stanovnistvo - Mladi (15-29 godina),"21. Stanovnistvo - Mladi (15-29 godina), kao % ukupnog stanovnistva",22. Stanovnistvo - Radno sposobno stanovnistvo (15-64),"23. Stanovnistvo - Radno sposobno stanovnistvo (15-64), kao % ukupnog stanovnistva",24. Stanovnistvo - Zene u fertilnom periodu (15-49),"25. Stanovnistvo - Zene u fertilnom periodu (15-49), kao % ukupnog stanovnistva",26. Stanovnistvo - Starije stanovnistvo (65 i vise),"27. Stanovnistvo - Starije stanovnistvo (65 i vise), kao % ukupnog stanovnistva",28. Prosecna starost stanovnistva,29. Indeks starenja,30. Natalitet,31. Stopa nataliteta,32. Mortalitet,33. Stopa mortaliteta,34. Broj umrle odojcadi,35. Broj umrle odojcadi na 1000 zivorodjenih,36. Prirodni prirastaj,37. Stopa prirodnog prirastaja,38. Vitalni indeks,39. Stopa ukupnog fertiliteta,"40. Ocekivano trajanje zivota, muskarci","41. Ocekivano trajanje zivota, zene",42. Stopa ukupne zavisnosti stanovnistva,43. Stopa zavisnosti mladjeg stanovnistva,44. Stopa zavisnosti starijeg stanovnistva,45. Zakljuceni brakovi,46. Razvedeni brakovi,47. Odnos zakljucenih i razvedenih brakova,48. Unutrasnji migracioni saldo,49. Duzina puteva,50. Gustina puteva,51. Putnicki automobili,52. Putnicki automobili na 1000 stanovnika,53. Domacinstva prikljucena na vodovodnu mrezu,"54. Domacinstva prikljucena na vodovodnu mrezu, kao % ukupnog broja domacinstava",55. Domacinstva prikljucena na kanalizacionu mrezu,"56. Domacinstva prikljucena na kanalizacionu mrezu, kao % ukupnog broja domacinstava",57. Broj izgradjenih stanova,58. Izgradjeni stanovi na 1000 stanovnika,"59. Glasaci na izborima za odbornike skupstina JLS, kao % ukupnih biraca","60. Zene, kao % odbornika u skupstinama JLS"
16,Beograd-Barajevo,Beogradska oblast (Grad Beograd),Београд-Барајево,Београдска област (Град Београд),2017,213 км2,8464.66 ха,39.7 %,13 Број,127 Број,8920 Број,26964 Број,13498 Број,13466 Број,1 Однос,1 Однос,1709 Број,6.3 %,2135 Број,7.9 %,1028 Број,3.8 %,22357 Број,82.9 %,4224 Број,15.7 %,17034 Број,63.2 %,5393 Број,20 %,6086 Број,22.6 %,44.21 Број,162.3 Индекс,227 Број,8.42 ‰,442 Број,16.39 ‰,1 Број,4.4 ‰,-215 Број,-7.97 ‰,51.36 Индекс,1.51 Коефицијент,72.5 Број,78.1 Број,58.3 Број,22.6 Број,35.7 Број,114 Број,10 Број,11.4 Број,93 Број,0 км,0 км,7226 Број,268 Број,0 Број,0 %,0 Број,0 %,6 Број,0.2 Број,59.2 %,27.3 %
17,Beograd-Barajevo,Beogradska oblast (Grad Beograd),Београд-Барајево,Београдска област (Град Београд),2018,213 км2,8464.66 ха,39.7 %,13 Број,126 Број,8920 Број,26855 Број,13452 Број,13403 Број,1 Однос,1 Однос,1654 Број,6.2 %,2110 Број,7.9 %,1047 Број,3.9 %,22281 Број,83 %,4198 Број,15.6 %,16807 Број,62.6 %,5381 Број,20 %,6284 Број,23.4 %,44.45 Број,166.2 Индекс,211 Број,7.86 ‰,371 Број,13.81 ‰,0 Број,0 ‰,-160 Број,-5.96 ‰,56.87 Индекс,1.39 Коефицијент,73.4 Број,78.8 Број,59.8 Број,22.4 Број,37.4 Број,141 Број,42 Број,3.4 Број,65 Број,0 км,0 км,7313 Број,272 Број,0 Број,0 %,0 Број,0 %,36 Број,1.3 Број,59.2 %,27.3 %
18,Beograd-Barajevo,Beogradska oblast (Grad Beograd),Београд-Барајево,Београдска област (Град Београд),2019,213 км2,8464.66 ха,39.7 %,13 Број,126 Број,8920 Број,26798 Број,13427 Број,13371 Број,1 Однос,1 Однос,1647 Број,6.1 %,2082 Број,7.8 %,1069 Број,4 %,22244 Број,83 %,4180 Број,15.6 %,16570 Број,61.8 %,5343 Број,19.9 %,6499 Број,24.3 %,44.7 Број,168.5 Индекс,240 Број,8.96 ‰,394 Број,14.7 ‰,0 Број,0 ‰,-154 Број,-5.75 ‰,60.91 Индекс,1.61 Коефицијент,74.1 Број,78.4 Број,61.7 Број,22.5 Број,39.2 Број,129 Број,60 Број,2.2 Број,134 Број,0 км,0 км,7767 Број,290 Број,0 Број,0 %,0 Број,0 %,53 Број,2 Број,59.2 %,27.3 %
19,Beograd-Barajevo,Beogradska oblast (Grad Beograd),Београд-Барајево,Београдска област (Град Београд),2020,213 км2,8465.01 ха,39.7 %,13 Број,125 Број,8920 Број,26716 Број,13372 Број,13344 Број,1 Однос,1 Однос,1632 Број,6.1 %,2058 Број,7.7 %,1094 Број,4.1 %,22214 Број,83.1 %,4182 Број,15.7 %,16364 Број,61.3 %,5301 Број,19.8 %,6662 Број,24.9 %,44.81 Број,169 Индекс,190 Број,7.11 ‰,467 Број,17.48 ‰,0 Број,0 ‰,-277 Број,-10.37 ‰,40.69 Индекс,1.31 Коефицијент,73.4 Број,78.7 Број,63.3 Број,22.5 Број,40.7 Број,74 Број,40 Број,1.9 Број,133 Број,0 км,0 км,8105 Број,303 Број,0 Број,0 %,0 Број,0 %,31 Број,1.2 Број,48.2 %,36.4 %
20,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Београд-Чукарица,Београдска област (Град Београд),2011,157 км2,2202.82 ха,14 %,7 Број,1154 Број,65440 Број,181186 Број,85858 Број,95328 Број,0.9 Однос,1.11 Однос,12592 Број,6.9 %,13827 Број,7.6 %,7488 Број,4.1 %,149180 Број,82.3 %,34216 Број,18.9 %,127048 Број,70.1 %,44702 Број,24.7 %,27719 Број,15.3 %,41.04 Број,113.1 Индекс,1970 Број,10.87 ‰,2037 Број,11.24 ‰,9 Број,4.6 ‰,-67 Број,-0.37 ‰,96.71 Индекс,1.41 Коефицијент,73.1 Број,77.8 Број,42.6 Број,20.8 Број,21.8 Број,1013 Број,238 Број,4.3 Број,55 Број,0 км,0 км,9539 Број,53 Број,0 Број,0 %,0 Број,0 %,482 Број,2.7 Број,58.7 %,35.6 %
21,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Београд-Чукарица,Београдска област (Град Београд),2012,157 км2,2202.82 ха,14 %,7 Број,1153 Број,65440 Број,180999 Број,85594 Број,95405 Број,0.9 Однос,1.11 Однос,12716 Број,7 %,13705 Број,7.6 %,7366 Број,4.1 %,149115 Број,82.4 %,33431 Број,18.5 %,126225 Број,69.7 %,44367 Број,24.5 %,28353 Број,15.7 %,41.24 Број,116.5 Индекс,1937 Број,10.7 ‰,2034 Број,11.24 ‰,7 Број,3.6 ‰,-97 Број,-0.54 ‰,95.23 Индекс,1.39 Коефицијент,73.5 Број,78.6 Број,43.4 Број,20.9 Број,22.5 Број,933 Број,202 Број,4.6 Број,-265 Број,0 км,0 км,9952 Број,55 Број,0 Број,0 %,0 Број,0 %,236 Број,1.3 Број,52.4 %,46.7 %
22,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Београд-Чукарица,Београдска област (Град Београд),2013,157 км2,2202.82 ха,14 %,7 Број,1151 Број,65440 Број,180725 Број,85316 Број,95409 Број,0.89 Однос,1.12 Однос,12796 Број,7.1 %,13647 Број,7.6 %,7161 Број,4 %,148993 Број,82.4 %,32568 Број,18 %,125033 Број,69.2 %,44075 Број,24.4 %,29249 Број,16.2 %,41.44 Број,120.3 Индекс,1869 Број,10.34 ‰,1976 Број,10.93 ‰,7 Број,3.7 ‰,-107 Број,-0.59 ‰,94.59 Индекс,1.37 Коефицијент,73.9 Број,78.5 Број,44.5 Број,21.1 Број,23.4 Број,990 Број,122 Број,8.1 Број,-80 Број,0 км,0 км,10374 Број,57 Број,0 Број,0 %,0 Број,0 %,493 Број,2.7 Број,52.4 %,46.7 %
23,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Београд-Чукарица,Београдска област (Град Београд),2014,157 км2,3466.67 ха,22.1 %,7 Број,1149 Број,65440 Број,180455 Број,85114 Број,95341 Број,0.89 Однос,1.12 Однос,12869 Број,7.1 %,13671 Број,7.6 %,6923 Број,3.8 %,148798 Број,82.5 %,31696 Број,17.6 %,123690 Број,68.5 %,43764 Број,24.3 %,30225 Број,16.7 %,41.64 Број,124.2 Индекс,1891 Број,10.48 ‰,2060 Број,11.42 ‰,14 Број,7.4 ‰,-169 Број,-0.94 ‰,91.8 Индекс,1.4 Коефицијент,74 Број,78.9 Број,45.9 Број,21.5 Број,24.4 Број,971 Број,66 Број,14.7 Број,-182 Број,0 км,0 км,47914 Број,266 Број,0 Број,0 %,0 Број,0 %,275 Број,1.5 Број,52.4 %,46.7 %
24,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Београд-Чукарица,Београдска област (Град Београд),2015,157 км2,3466.67 ха,22.1 %,7 Број,1142 Број,65440 Број,179293 Број,84501 Број,94792 Број,0.89 Однос,1.12 Однос,12299 Број,6.9 %,13608 Број,7.6 %,6704 Број,3.7 %,148432 Број,82.8 %,30798 Број,17.2 %,122152 Број,68.1 %,43399 Број,24.2 %,31234 Број,17.4 %,41.98 Број,130.4 Индекс,1797 Број,10.02 ‰,2086 Број,11.63 ‰,9 Број,5 ‰,-289 Број,-1.61 ‰,86.15 Индекс,1.33 Коефицијент,74.2 Број,78.9 Број,46.8 Број,21.2 Број,25.6 Број,915 Број,329 Број,2.8 Број,-1686 Број,0 км,0 км,48741 Број,272 Број,0 Број,0 %,0 Број,0 %,151 Број,0.8 Број,52.4 %,46.7 %
25,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Београд-Чукарица,Београдска област (Град Београд),2016,157 км2,3466.67 ха,22.1 %,7 Број,1134 Број,65440 Број,178009 Број,83861 Број,94148 Број,0.89 Однос,1.12 Однос,11623 Број,6.5 %,13486 Број,7.6 %,6583 Број,3.7 %,147969 Број,83.1 %,30068 Број,16.9 %,120776 Број,67.8 %,43034 Број,24.2 %,32124 Број,18 %,42.35 Број,136.4 Индекс,1765 Број,9.92 ‰,2114 Број,11.88 ‰,11 Број,6.2 ‰,-349 Број,-1.96 ‰,83.49 Индекс,1.34 Коефицијент,74.3 Број,78.9 Број,47.4 Број,20.8 Број,26.6 Број,892 Број,268 Број,3.3 Број,-242 Број,0 км,0 км,50370 Број,283 Број,0 Број,0 %,0 Број,0 %,103 Број,0.6 Број,51.6 %,33.3 %
26,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Београд-Чукарица,Београдска област (Град Београд),2017,157 км2,3465.54 ха,22.1 %,7 Број,1131 Број,65440 Број,177586 Број,83634 Број,93952 Број,0.89 Однос,1.12 Однос,11525 Број,6.5 %,13426 Број,7.6 %,6652 Број,3.7 %,147571 Број,83.1 %,29489 Број,16.6 %,119682 Број,67.4 %,42689 Број,24 %,32953 Број,18.6 %,42.55 Број,138.9 Индекс,1855 Број,10.45 ‰,2108 Број,11.87 ‰,8 Број,4.3 ‰,-253 Број,-1.42 ‰,88 Индекс,1.44 Коефицијент,74.6 Број,79.1 Број,48.4 Број,20.8 Број,27.5 Број,909 Број,193 Број,4.7 Број,-2 Број,0 км,0 км,52315 Број,295 Број,0 Број,0 %,0 Број,0 %,338 Број,1.9 Број,51.6 %,33.3 %
27,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Београд-Чукарица,Београдска област (Град Београд),2018,157 км2,3465.54 ха,22.1 %,7 Број,1130 Број,65440 Број,177338 Број,83515 Број,93823 Број,0.89 Однос,1.12 Однос,11467 Број,6.5 %,13517 Број,7.6 %,6712 Број,3.8 %,147257 Број,83 %,28844 Број,16.3 %,118449 Број,66.8 %,42326 Број,23.9 %,33905 Број,19.1 %,42.72 Број,140 Индекс,1837 Број,10.36 ‰,2204 Број,12.43 ‰,13 Број,7.1 ‰,-367 Број,-2.07 ‰,83.35 Индекс,1.44 Коефицијент,74.7 Број,79 Број,49.7 Број,21.1 Број,28.6 Број,897 Број,281 Број,3.2 Број,124 Број,0 км,0 км,53305 Број,301 Број,0 Број,0 %,0 Број,0 %,324 Број,1.8 Број,51.6 %,33.3 %
28,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Београд-Чукарица,Београдска област (Град Београд),2019,157 км2,3465.54 ха,22.1 %,7 Број,1128 Број,65440 Број,177108 Број,83425 Број,93683 Број,0.89 Однос,1.12 Однос,11459 Број,6.5 %,13666 Број,7.7 %,6723 Број,3.8 %,146955 Број,83 %,28334 Број,16 %,117073 Број,66.1 %,41949 Број,23.7 %,34910 Број,19.7 %,42.87 Број,140.5 Индекс,1849 Број,10.44 ‰,2127 Број,12.01 ‰,7 Број,3.8 ‰,-278 Број,-1.57 ‰,86.93 Индекс,1.48 Коефицијент,74.9 Број,79.2 Број,51.3 Број,21.5 Број,29.8 Број,964 Број,297 Број,3.2 Број,61 Број,0 км,0 км,55373 Број,313 Број,0 Број,0 %,0 Број,0 %,360 Број,2 Број,51.6 %,33.3 %
29,Beograd-Cukarica,Beogradska oblast (Grad Beograd),Београд-Чукарица,Београдска област (Град Београд),2020,157 км2,3571.77 ха,22.8 %,7 Број,1124 Број,65440 Број,176429 Број,83080 Број,93349 Број,0.89 Однос,1.12 Однос,11464 Број,6.5 %,13704 Број,7.8 %,6669 Број,3.8 %,146325 Број,82.9 %,27876 Број,15.8 %,115739 Број,65.6 %,41535 Број,23.5 %,35522 Број,20.1 %,42.93 Број,140.5 Индекс,1735 Број,9.83 ‰,2607 Број,14.78 ‰,4 Број,2.3 ‰,-872 Број,-4.94 ‰,66.55 Индекс,1.42 Коефицијент,74.4 Број,78.8 Број,52.4 Број,21.7 Број,30.7 Број,642 Број,233 Број,2.8 Број,-267 Број,0 км,0 км,57413 Број,325 Број,0 Број,0 %,0 Број,0 %,314 Број,1.8 Број,38.9 %,42.2 %
30,Beograd-Grocka,Beogradska oblast (Grad Beograd),Београд-Гроцка,Београдска област (Град Београд),2011,300 км2,2480.35 ха,8.3 %,15 Број,279 Број,27134 Број,83633 Број,41523 Број,42110 Број,0.99 Однос,1.01 Однос,6279 Број,7.5 %,6836 Број,8.2 %,3690 Број,4.4 %,67783 Број,81 %,16461 Број,19.7 %,59207 Број,70.8 %,19563 Број,23.4 %,11311 Број,13.5 %,40.06 Број,99.1 Индекс,879 Број,10.51 ‰,840 Број,10.04 ‰,5 Број,5.7 ‰,39 Број,0.47 ‰,104.64 Индекс,1.47 Коефицијент,72.5 Број,77.7 Број,41.3 Број,22.2 Број,19.1 Број,448 Број,94 Број,4.8 Број,774 Број,0 км,0 км,18619 Број,223 Број,0 Број,0 %,0 Број,0 %,89 Број,1.1 Број,59.4 %,22.9 %
31,Beograd-Grocka,Beogradska oblast (Grad Beograd),Београд-Гроцка,Београдска област (Град Београд),2012,300 км2,2480.35 ха,8.3 %,15 Број,281 Број,27134 Број,84352 Број,41868 Број,42484 Број,0.99 Однос,1.01 Однос,6396 Број,7.6 %,6903 Број,8.2 %,3623 Број,4.3 %,68364 Број,81 %,16258 Број,19.3 %,59301 Број,70.3 %,19603 Број,23.2 %,11752 Број,13.9 %,40.22 Број,103.1 Индекс,934 Број,11.07 ‰,924 Број,10.95 ‰,4 Број,4.3 ‰,10 Број,0.12 ‰,101.08 Индекс,1.56 Коефицијент,73.1 Број,78.3 Број,42.2 Број,22.4 Број,19.8 Број,419 Број,83 Број,5 Број,613 Број,0 км,0 км,19327 Број,229 Број,0 Број,0 %,0 Број,0 %,185 Број,2.2 Број,54.5 %,31.4 %
32,Beograd-Grocka,Beogradska oblast (Grad Beograd),Београд-Гроцка,Београдска област (Град Београд),2013,300 км2,2480.35 ха,8.3 %,15 Број,283 Број,27134 Број,84833 Број,42101 Број,42732 Број,0.99 Однос,1.01 Однос,6419 Број,7.6 %,6996 Број,8.2 %,3579 Број,4.2 %,68787 Број,81.1 %,15969 Број,18.8 %,58994 Број,69.5 %,19573 Број,23.1 %,12424 Број,14.6 %,40.44 Број,107.6 Индекс,819 Број,9.65 ‰,835 Број,9.84 ‰,5 Број,6.1 ‰,-16 Број,-0.19 ‰,98.08 Индекс,1.37 Коефицијент,73.4 Број,78.7 Број,43.8 Број,22.7 Број,21.1 Број,397 Број,106 Број,3.7 Број,356 Број,0 км,0 км,20111 Број,237 Број,0 Број,0 %,0 Број,0 %,4 Број,0 Број,54.5 %,31.4 %
33,Beograd-Grocka,Beogradska oblast (Grad Beograd),Београд-Гроцка,Београдска област (Град Београд),2014,300 км2,6174.12 ха,20.6 %,15 Број,284 Број,27134 Број,85214 Број,42305 Број,42909 Број,0.99 Однос,1.01 Однос,6343 Број,7.4 %,7102 Број,8.3 %,3508 Број,4.1 %,69201 Број,81.2 %,15653 Број,18.4 %,58646 Број,68.8 %,19537 Број,22.9 %,13123 Број,15.4 %,40.71 Број,112.5 Индекс,861 Број,10.1 ‰,873 Број,10.24 ‰,4 Број,4.6 ‰,-12 Број,-0.14 ‰,98.63 Индекс,1.45 Коефицијент,73.6 Број,78.9 Број,45.3 Број,22.9 Број,22.4 Број,377 Број,24 Број,15.7 Број,435 Број,0 км,0 км,20491 Број,240 Број,0 Број,0 %,0 Број,0 %,49 Број,0.6 Број,54.5 %,31.4 %
34,Beograd-Grocka,Beogradska oblast (Grad Beograd),Београд-Гроцка,Београдска област (Град Београд),2015,300 км2,6174.12 ха,20.6 %,15 Број,286 Број,27134 Број,85654 Број,42522 Број,43132 Број,0.99 Однос,1.01 Однос,6293 Број,7.3 %,7217 Број,8.4 %,3447 Број,4 %,69590 Број,81.2 %,15347 Број,17.9 %,58304 Број,68.1 %,19541 Број,22.8 %,13840 Број,16.2 %,40.96 Број,116.7 Индекс,855 Број,9.98 ‰,881 Број,10.29 ‰,3 Број,3.5 ‰,-26 Број,-0.3 ‰,97.05 Индекс,1.47 Коефицијент,74.3 Број,79.2 Број,46.9 Број,23.2 Број,23.7 Број,409 Број,110 Број,3.7 Број,482 Број,0 км,0 км,21087 Број,246 Број,0 Број,0 %,0 Број,0 %,88 Број,1 Број,54.5 %,31.4 %
35,Beograd-Grocka,Beogradska oblast (Grad Beograd),Београд-Гроцка,Београдска област (Град Београд),2016,300 км2,6174.12 ха,20.6 %,15 Број,287 Број,27134 Број,86099 Број,42724 Број,43375 Број,0.98 Однос,1.02 Однос,6187 Број,7.2 %,7333 Број,8.5 %,3470 Број,4 %,69997 Број,81.3 %,15154 Број,17.6 %,58011 Број,67.4 %,19560 Број,22.7 %,14568 Број,16.9 %,41.24 Број,120.5 Индекс,826 Број,9.59 ‰,890 Број,10.34 ‰,5 Број,6.1 ‰,-64 Број,-0.74 ‰,92.81 Индекс,1.43 Коефицијент,74.5 Број,78.9 Број,48.4 Број,23.3 Број,25.1 Број,423 Број,83 Број,5.1 Број,497 Број,0 км,0 км,22037 Број,256 Број,0 Број,0 %,0 Број,0 %,89 Број,1 Број,53.1 %,28.6 %
36,Beograd-Grocka,Beogradska oblast (Grad Beograd),Београд-Гроцка,Београдска област (Град Београд),2017,300 км2,6202.32 ха,20.7 %,15 Број,288 Број,27134 Број,86391 Број,42843 Број,43548 Број,0.98 Однос,1.02 Однос,6084 Број,7 %,7364 Број,8.5 %,3523 Број,4.1 %,70296 Број,81.4 %,15035 Број,17.4 %,57642 Број,66.7 %,19584 Број,22.7 %,15301 Број,17.7 %,41.53 Број,123.6 Индекс,825 Број,9.55 ‰,975 Број,11.29 ‰,2 Број,2.4 ‰,-150 Број,-1.74 ‰,84.62 Индекс,1.44 Коефицијент,74.2 Број,78.9 Број,49.9 Број,23.3 Број,26.5 Број,402 Број,89 Број,4.5 Број,301 Број,0 км,0 км,23185 Број,268 Број,0 Број,0 %,0 Број,0 %,63 Број,0.7 Број,53.1 %,28.6 %
37,Beograd-Grocka,Beogradska oblast (Grad Beograd),Београд-Гроцка,Београдска област (Град Београд),2018,300 км2,6202.32 ха,20.7 %,15 Број,289 Број,27134 Број,86585 Број,42925 Број,43660 Број,0.98 Однос,1.02 Однос,5990 Број,6.9 %,7362 Број,8.5 %,3594 Број,4.2 %,70507 Број,81.4 %,14886 Број,17.2 %,57157 Број,66 %,19595 Број,22.6 %,16076 Број,18.6 %,41.8 Број,126.5 Индекс,808 Број,9.33 ‰,926 Број,10.69 ‰,6 Број,7.4 ‰,-118 Број,-1.36 ‰,87.26 Индекс,1.43 Коефицијент,74.3 Број,78.8 Број,51.5 Број,23.4 Број,28.1 Број,416 Број,118 Број,3.5 Број,356 Број,0 км,0 км,23651 Број,273 Број,0 Број,0 %,0 Број,0 %,70 Број,0.8 Број,53.1 %,28.6 %
38,Beograd-Grocka,Beogradska oblast (Grad Beograd),Београд-Гроцка,Београдска област (Град Београд),2019,300 км2,6202.32 ха,20.7 %,15 Број,290 Број,27134 Број,86908 Број,43108 Број,43800 Број,0.98 Однос,1.02 Однос,5882 Број,6.8 %,7396 Број,8.5 %,3692 Број,4.2 %,70837 Број,81.5 %,14778 Број,17 %,56763 Број,65.3 %,19596 Број,22.5 %,16867 Број,19.4 %,42.05 Број,129 Индекс,855 Број,9.84 ‰,947 Број,10.9 ‰,5 Број,5.8 ‰,-92 Број,-1.06 ‰,90.29 Индекс,1.54 Коефицијент,74.3 Број,79 Број,53.1 Број,23.4 Број,29.7 Број,416 Број,150 Број,2.8 Број,500 Број,0 км,0 км,24979 Број,287 Број,0 Број,0 %,0 Број,0 %,68 Број,0.8 Број,53.1 %,28.6 %
39,Beograd-Grocka,Beogradska oblast (Grad Beograd),Београд-Гроцка,Београдска област (Град Београд),2020,300 км2,6202.32 ха,20.7 %,15 Број,290 Број,27134 Број,87102 Број,43195 Број,43907 Број,0.98 Однос,1.02 Однос,5801 Број,6.7 %,7408 Број,8.5 %,3733 Број,4.3 %,71100 Број,81.6 %,14707 Број,16.9 %,56393 Број,64.7 %,19561 Број,22.5 %,17500 Број,20.1 %,42.22 Број,130.8 Индекс,742 Број,8.52 ‰,1117 Број,12.82 ‰,3 Број,4 ‰,-375 Број,-4.31 ‰,66.43 Индекс,1.35 Коефицијент,73.8 Број,78.9 Број,54.5 Број,23.4 Број,31 Број,248 Број,100 Број,2.5 Број,355 Број,0 км,0 км,26349 Број,303 Број,0 Број,0 %,0 Број,0 %,53 Број,0.6 Број,43.4 %,37.1 %
40,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Београд-Лазаревац,Београдска област (Град Београд),2011,379 км2,6523.03 ха,17.2 %,34 Број,155 Број,18862 Број,58596 Број,28728 Број,29868 Број,0.96 Однос,1.04 Однос,4159 Број,7.1 %,4724 Број,8.1 %,2862 Број,4.9 %,47599 Број,81.2 %,11888 Број,20.3 %,41323 Број,70.5 %,13871 Број,23.7 %,8390 Број,14.3 %,40.51 Број,97.3 Индекс,623 Број,10.63 ‰,737 Број,12.58 ‰,3 Број,4.8 ‰,-114 Број,-1.95 ‰,84.53 Индекс,1.55 Коефицијент,70.5 Број,76.3 Број,41.8 Број,21.5 Број,20.3 Број,381 Број,5 Број,76.2 Број,78 Број,0 км,0 км,17023 Број,291 Број,0 Број,0 %,0 Број,0 %,67 Број,1.1 Број,67.4 %,19.7 %
41,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Београд-Лазаревац,Београдска област (Град Београд),2012,383 км2,6523.03 ха,17 %,34 Број,153 Број,18862 Број,58523 Број,28661 Број,29862 Број,0.96 Однос,1.04 Однос,4228 Број,7.2 %,4687 Број,8 %,2741 Број,4.7 %,47611 Број,81.4 %,11678 Број,20 %,41173 Број,70.4 %,13699 Број,23.4 %,8435 Број,14.4 %,40.64 Број,100.4 Индекс,669 Број,11.43 ‰,790 Број,13.5 ‰,6 Број,9 ‰,-121 Број,-2.07 ‰,84.68 Индекс,1.67 Коефицијент,70.7 Број,77.3 Број,42.1 Број,21.7 Број,20.5 Број,369 Број,2 Број,184.5 Број,12 Број,0 км,0 км,17830 Број,305 Број,0 Број,0 %,0 Број,0 %,301 Број,5.1 Број,66.6 %,34.4 %
42,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Београд-Лазаревац,Београдска област (Град Београд),2013,383 км2,6523.03 ха,17 %,34 Број,152 Број,18862 Број,58352 Број,28556 Број,29796 Број,0.96 Однос,1.04 Однос,4248 Број,7.3 %,4674 Број,8 %,2600 Број,4.5 %,47550 Број,81.5 %,11442 Број,19.6 %,40894 Број,70.1 %,13538 Број,23.2 %,8536 Број,14.6 %,40.78 Број,104.5 Индекс,595 Број,10.2 ‰,756 Број,12.96 ‰,6 Број,10.1 ‰,-161 Број,-2.76 ‰,78.7 Индекс,1.5 Коефицијент,71.1 Број,77 Број,42.7 Број,21.8 Број,20.9 Број,362 Број,2 Број,181 Број,-73 Број,0 км,0 км,18386 Број,315 Број,0 Број,0 %,0 Број,0 %,44 Број,0.8 Број,66.6 %,34.4 %
43,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Београд-Лазаревац,Београдска област (Град Београд),2014,383 км2,6459.81 ха,16.9 %,34 Број,152 Број,18862 Број,58049 Број,28405 Број,29644 Број,0.96 Однос,1.04 Однос,4203 Број,7.2 %,4660 Број,8 %,2477 Број,4.3 %,47383 Број,81.6 %,11168 Број,19.2 %,40488 Број,69.7 %,13395 Број,23.1 %,8698 Број,15 %,40.97 Број,109.4 Индекс,658 Број,11.34 ‰,789 Број,13.59 ‰,4 Број,6.1 ‰,-131 Број,-2.26 ‰,83.4 Индекс,1.67 Коефицијент,71.3 Број,76.4 Број,43.4 Број,21.9 Број,21.5 Број,369 Број,65 Број,5.7 Број,-241 Број,0 км,0 км,18623 Број,321 Број,0 Број,0 %,0 Број,0 %,115 Број,2 Број,66.6 %,34.4 %
44,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Београд-Лазаревац,Београдска област (Град Београд),2015,383 км2,6459.81 ха,16.9 %,34 Број,151 Број,18862 Број,57735 Број,28272 Број,29463 Број,0.96 Однос,1.04 Однос,4251 Број,7.4 %,4658 Број,8.1 %,2377 Број,4.1 %,47064 Број,81.5 %,10827 Број,18.8 %,39903 Број,69.1 %,13201 Број,22.9 %,8923 Број,15.5 %,41.11 Број,113.2 Индекс,690 Број,11.95 ‰,784 Број,13.58 ‰,2 Број,2.9 ‰,-94 Број,-1.63 ‰,88.01 Индекс,1.77 Коефицијент,72 Број,76.1 Број,44.7 Број,22.3 Број,22.4 Број,366 Број,106 Број,3.5 Број,-162 Број,0 км,0 км,18546 Број,321 Број,0 Број,0 %,0 Број,0 %,84 Број,1.5 Број,66.6 %,34.4 %
