,naziv_opstine_clean,naziv_okruga_clean,NazivOpstine,NazivOkruga1,Datum,01. Povrsina,02. Teritorija pod sumom,"03. Teritorija pod sumom, kao % ukupne povrsine",04. Broj naselja,05. Gustina naseljenosti,06. Broj domacinstava,07. Broj stanovnika,"08. Broj stanovnika, musko","09. Broj stanovnika, zensko",10. Stopa maskuliniteta,11. Stopa feminiteta,12. Stanovnistvo - Predskolski uzrast (0-6),"13. Stanovnistvo - Predskolski uzrast (0-6), kao % ukupnog stanovnistva",14. Stanovnistvo - Osnovnoskolski uzrast (7-14),"15. Stanovnistvo - Osnovnoskolski uzrast (7-14), kao % ukupnog stanovnistva",16. Stanovnistvo - Srednjoskolski uzrast (15-18),"17. Stanovnistvo - Srednjoskolski uzrast (15-18), kao % ukupnog stanovnistva",18. Stanovnistvo - Punoletno stanovnistvo (18 i vise),"19. Stanovnistvo - Punoletno stanovnistvo (18 i vise), kao % ukupnog stanovnistva",20. Stanovnistvo - Mladi (15-29 godina),"21. Stanovnistvo - Mladi (15-29 godina), kao % ukupnog stanovnistva",22. Stanovnistvo - Radno sposobno stanovnistvo (15-64),"23. Stanovnistvo - Radno sposobno stanovnistvo (15-64), kao % ukupnog stanovnistva",24. Stanovnistvo - Zene u fertilnom periodu (15-49),"25. Stanovnistvo - Zene u fertilnom periodu (15-49), kao % ukupnog stanovnistva",26. Stanovnistvo - Starije stanovnistvo (65 i vise),"27. Stanovnistvo - Starije stanovnistvo (65 i vise), kao % ukupnog stanovnistva",28. Prosecna starost stanovnistva,29. Indeks starenja,30. Natalitet,31. Stopa nataliteta,32. Mortalitet,33. Stopa mortaliteta,34. Broj umrle odojcadi,35. Broj umrle odojcadi na 1000 zivorodjenih,36. Prirodni prirastaj,37. Stopa prirodnog prirastaja,38. Vitalni indeks,39. Stopa ukupnog fertiliteta,"40. Ocekivano trajanje zivota, muskarci","41. Ocekivano trajanje zivota, zene",42. Stopa ukupne zavisnosti stanovnistva,43. Stopa zavisnosti mladjeg stanovnistva,44. Stopa zavisnosti starijeg stanovnistva,45. Zakljuceni brakovi,46. Razvedeni brakovi,47. Odnos zakljucenih i razvedenih brakova,48. Unutrasnji migracioni saldo,49. Duzina puteva,50. Gustina puteva,51. Putnicki automobili,52. Putnicki automobili na 1000 stanovnika,53. Domacinstva prikljucena na vodovodnu mrezu,"54. Domacinstva prikljucena na vodovodnu mrezu, kao % ukupnog broja domacinstava",55. Domacinstva prikljucena na kanalizacionu mrezu,"56. Domacinstva prikljucena na kanalizacionu mrezu, kao % ukupnog broja domacinstava",57. Broj izgradjenih stanova,58. Izgradjeni stanovi na 1000 stanovnika,"59. Glasaci na izborima za odbornike skupstina JLS, kao % ukupnih biraca","60. Zene, kao % odbornika u skupstinama JLS"
45,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Београд-Лазаревац,Београдска област (Град Београд),2016,383 км2,6459.81 ха,16.9 %,34 Број,150 Број,18862 Број,57444 Број,28125 Број,29319 Број,0.96 Однос,1.04 Однос,4312 Број,7.5 %,4631 Број,8.1 %,2350 Број,4.1 %,46750 Број,81.4 %,10532 Број,18.3 %,39348 Број,68.5 %,12998 Број,22.6 %,9153 Број,15.9 %,41.26 Број,116.3 Индекс,639 Број,11.12 ‰,718 Број,12.5 ‰,3 Број,4.7 ‰,-79 Број,-1.38 ‰,89 Индекс,1.66 Коефицијент,72.3 Број,76.5 Број,46 Број,22.7 Број,23.3 Број,341 Број,90 Број,3.8 Број,-247 Број,0 км,0 км,18780 Број,327 Број,0 Број,0 %,0 Број,0 %,101 Број,1.8 Број,67.8 %,29.5 %
46,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Београд-Лазаревац,Београдска област (Град Београд),2017,383 км2,6488 ха,16.9 %,34 Број,149 Број,18862 Број,57136 Број,27978 Број,29158 Број,0.96 Однос,1.04 Однос,4320 Број,7.6 %,4653 Број,8.1 %,2315 Број,4.1 %,46441 Број,81.3 %,10222 Број,17.9 %,38764 Број,67.8 %,12803 Број,22.4 %,9399 Број,16.5 %,41.4 Број,118.6 Индекс,642 Број,11.24 ‰,808 Број,14.14 ‰,5 Број,7.8 ‰,-166 Број,-2.91 ‰,79.46 Индекс,1.7 Коефицијент,72.6 Број,77 Број,47.4 Број,23.1 Број,24.2 Број,337 Број,120 Број,2.8 Број,-125 Број,0 км,0 км,19285 Број,338 Број,0 Број,0 %,0 Број,0 %,72 Број,1.3 Број,67.8 %,29.5 %
47,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Београд-Лазаревац,Београдска област (Град Београд),2018,383 км2,6488 ха,16.9 %,34 Број,148 Број,18862 Број,56865 Број,27878 Број,28987 Број,0.96 Однос,1.04 Однос,4294 Број,7.6 %,4704 Број,8.3 %,2281 Број,4 %,46154 Број,81.2 %,9953 Број,17.5 %,38144 Број,67.1 %,12620 Број,22.2 %,9723 Број,17.1 %,41.54 Број,120.5 Индекс,571 Број,10.04 ‰,720 Број,12.66 ‰,2 Број,3.5 ‰,-149 Број,-2.62 ‰,79.31 Индекс,1.54 Коефицијент,73.2 Број,77.5 Број,49.1 Број,23.6 Број,25.5 Број,332 Број,120 Број,2.8 Број,-101 Број,0 км,0 км,19502 Број,343 Број,0 Број,0 %,0 Број,0 %,180 Број,3.2 Број,67.8 %,29.5 %
48,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Београд-Лазаревац,Београдска област (Град Београд),2019,383 км2,6488 ха,16.9 %,34 Број,148 Број,18862 Број,56595 Број,27726 Број,28869 Број,0.96 Однос,1.04 Однос,4258 Број,7.5 %,4719 Број,8.3 %,2299 Број,4.1 %,45896 Број,81.1 %,9740 Број,17.2 %,37537 Број,66.3 %,12479 Број,22 %,10081 Број,17.8 %,41.7 Број,122.6 Индекс,642 Број,11.34 ‰,783 Број,13.84 ‰,0 Број,0 ‰,-141 Број,-2.49 ‰,81.99 Индекс,1.77 Коефицијент,72.9 Број,77.6 Број,50.8 Број,23.9 Број,26.9 Број,353 Број,154 Број,2.3 Број,-150 Број,0 км,0 км,20181 Број,357 Број,0 Број,0 %,0 Број,0 %,169 Број,3 Број,67.8 %,29.5 %
49,Beograd-Lazarevac,Beogradska oblast (Grad Beograd),Београд-Лазаревац,Београдска област (Град Београд),2020,383 км2,6787 ха,17.7 %,34 Број,147 Број,18862 Број,56125 Број,27443 Број,28682 Број,0.96 Однос,1.05 Однос,4243 Број,7.6 %,4688 Број,8.4 %,2295 Број,4.1 %,45458 Број,81 %,9538 Број,17 %,36863 Број,65.7 %,12340 Број,22 %,10331 Број,18.4 %,41.77 Број,123.7 Индекс,531 Број,9.46 ‰,945 Број,16.84 ‰,0 Број,0 ‰,-414 Број,-7.38 ‰,56.19 Индекс,1.49 Коефицијент,71.7 Број,77.2 Број,52.3 Број,24.2 Број,28 Број,229 Број,117 Број,2 Број,-233 Број,0 км,0 км,20829 Број,371 Број,0 Број,0 %,0 Број,0 %,98 Број,1.7 Број,63 %,34.4 %
50,Beograd-Mladenovac,Beogradska oblast (Grad Beograd),Београд-Младеновац,Београдска област (Град Београд),2011,339 км2,2989.45 ха,8.8 %,22 Број,157 Број,17512 Број,53090 Број,26005 Број,27085 Број,0.96 Однос,1.04 Однос,3521 Број,6.6 %,4032 Број,7.6 %,2358 Број,4.4 %,43786 Број,82.5 %,9997 Број,18.8 %,36592 Број,68.9 %,11777 Број,22.2 %,8945 Број,16.8 %,42.16 Број,122.9 Индекс,491 Број,9.25 ‰,769 Број,14.48 ‰,1 Број,2 ‰,-278 Број,-5.24 ‰,63.85 Индекс,1.44 Коефицијент,70.1 Број,76.1 Број,45.1 Број,20.6 Број,24.4 Број,223 Број,70 Број,3.2 Број,140 Број,0 км,0 км,10772 Број,203 Број,0 Број,0 %,0 Број,0 %,147 Број,2.8 Број,62.6 %,30.9 %
51,Beograd-Mladenovac,Beogradska oblast (Grad Beograd),Београд-Младеновац,Београдска област (Град Београд),2012,339 км2,2989.45 ха,8.8 %,22 Број,156 Број,17512 Број,52964 Број,25953 Број,27011 Број,0.96 Однос,1.04 Однос,3549 Број,6.7 %,3997 Број,7.5 %,2307 Број,4.4 %,43710 Број,82.5 %,9885 Број,18.7 %,36404 Број,68.7 %,11669 Број,22 %,9014 Број,17 %,42.28 Број,127.2 Индекс,509 Број,9.61 ‰,765 Број,14.44 ‰,5 Број,9.8 ‰,-256 Број,-4.83 ‰,66.54 Индекс,1.51 Коефицијент,71.1 Број,77.1 Број,45.5 Број,20.7 Број,24.8 Број,263 Број,93 Број,2.8 Број,142 Број,0 км,0 км,11285 Број,213 Број,0 Број,0 %,0 Број,0 %,105 Број,2 Број,61.6 %,34.5 %
52,Beograd-Mladenovac,Beogradska oblast (Grad Beograd),Београд-Младеновац,Београдска област (Град Београд),2013,339 км2,2989.45 ха,8.8 %,22 Број,156 Број,17512 Број,52831 Број,25882 Број,26949 Број,0.96 Однос,1.04 Однос,3596 Број,6.8 %,4002 Број,7.6 %,2223 Број,4.2 %,43608 Број,82.5 %,9699 Број,18.4 %,36053 Број,68.2 %,11579 Број,21.9 %,9180 Број,17.4 %,42.38 Број,130.9 Индекс,489 Број,9.26 ‰,779 Број,14.75 ‰,2 Број,4.1 ‰,-290 Број,-5.49 ‰,62.77 Индекс,1.46 Коефицијент,71.3 Број,77.5 Број,46.5 Број,21.1 Број,25.5 Број,278 Број,69 Број,4 Број,138 Број,0 км,0 км,11719 Број,222 Број,0 Број,0 %,0 Број,0 %,66 Број,1.2 Број,61.6 %,34.5 %
53,Beograd-Mladenovac,Beogradska oblast (Grad Beograd),Београд-Младеновац,Београдска област (Град Београд),2014,339 км2,6865.16 ха,20.3 %,22 Број,156 Број,17512 Број,52715 Број,25849 Број,26866 Број,0.96 Однос,1.04 Однос,3653 Број,6.9 %,4032 Број,7.6 %,2123 Број,4 %,43483 Број,82.5 %,9470 Број,18 %,35621 Број,67.6 %,11497 Број,21.8 %,9409 Број,17.8 %,42.48 Број,134.2 Индекс,558 Број,10.59 ‰,714 Број,13.54 ‰,0 Број,0 ‰,-156 Број,-2.96 ‰,78.15 Индекс,1.69 Коефицијент,72.2 Број,77.7 Број,48 Број,21.6 Број,26.4 Број,304 Број,67 Број,4.5 Број,75 Број,0 км,0 км,11940 Број,227 Број,0 Број,0 %,0 Број,0 %,52 Број,1 Број,61.6 %,34.5 %
54,Beograd-Mladenovac,Beogradska oblast (Grad Beograd),Београд-Младеновац,Београдска област (Град Београд),2015,339 км2,6865.16 ха,20.3 %,22 Број,155 Број,17512 Број,52591 Број,25802 Број,26789 Број,0.96 Однос,1.04 Однос,3698 Број,7 %,4059 Број,7.7 %,2059 Број,3.9 %,43329 Број,82.4 %,9281 Број,17.6 %,35124 Број,66.8 %,11423 Број,21.7 %,9710 Број,18.5 %,42.59 Број,137 Индекс,507 Број,9.64 ‰,751 Број,14.28 ‰,2 Број,3.9 ‰,-244 Број,-4.64 ‰,67.51 Индекс,1.55 Коефицијент,72.5 Број,78 Број,49.7 Број,22.1 Број,27.6 Број,266 Број,117 Број,2.3 Број,77 Број,0 км,0 км,12333 Број,235 Број,0 Број,0 %,0 Број,0 %,35 Број,0.7 Број,61.6 %,34.5 %
55,Beograd-Mladenovac,Beogradska oblast (Grad Beograd),Београд-Младеновац,Београдска област (Град Београд),2016,339 км2,6865.16 ха,20.3 %,22 Број,155 Број,17512 Број,52390 Број,25703 Број,26687 Број,0.96 Однос,1.04 Однос,3714 Број,7.1 %,4087 Број,7.8 %,2006 Број,3.8 %,43098 Број,82.3 %,9068 Број,17.3 %,34579 Број,66 %,11319 Број,21.6 %,10010 Број,19.1 %,42.72 Број,139.2 Индекс,480 Број,9.16 ‰,718 Број,13.7 ‰,4 Број,8.3 ‰,-238 Број,-4.54 ‰,66.85 Индекс,1.47 Коефицијент,73.7 Број,77.8 Број,51.5 Број,22.6 Број,28.9 Број,256 Број,67 Број,3.8 Број,5 Број,0 км,0 км,12793 Број,244 Број,0 Број,0 %,0 Број,0 %,50 Број,1 Број,55.5 %,34.5 %
56,Beograd-Mladenovac,Beogradska oblast (Grad Beograd),Београд-Младеновац,Београдска област (Град Београд),2017,339 км2,6860.1 ха,20.2 %,22 Број,154 Број,17512 Број,52159 Број,25597 Број,26562 Број,0.96 Однос,1.04 Однос,3725 Број,7.1 %,4116 Број,7.9 %,1989 Број,3.8 %,42825 Број,82.1 %,8843 Број,17 %,33986 Број,65.2 %,11202 Број,21.5 %,10332 Број,19.8 %,42.84 Број,140.8 Индекс,512 Број,9.82 ‰,777 Број,14.9 ‰,2 Број,3.9 ‰,-265 Број,-5.08 ‰,65.89 Индекс,1.6 Коефицијент,73.1 Број,77.7 Број,53.5 Број,23.1 Број,30.4 Број,268 Број,152 Број,1.8 Број,36 Број,0 км,0 км,13412 Број,257 Број,0 Број,0 %,0 Број,0 %,42 Број,0.8 Број,55.5 %,34.5 %
57,Beograd-Mladenovac,Beogradska oblast (Grad Beograd),Београд-Младеновац,Београдска област (Град Београд),2018,339 км2,6860.1 ха,20.2 %,22 Број,153 Број,17512 Број,51889 Број,25482 Број,26407 Број,0.96 Однос,1.04 Однос,3725 Број,7.2 %,4127 Број,8 %,2012 Број,3.9 %,42528 Број,82 %,8667 Број,16.7 %,33397 Број,64.4 %,11106 Број,21.4 %,10640 Број,20.5 %,42.94 Број,141.2 Индекс,491 Број,9.46 ‰,798 Број,15.38 ‰,1 Број,2 ‰,-307 Број,-5.92 ‰,61.53 Индекс,1.55 Коефицијент,73.1 Број,77.8 Број,55.4 Број,23.5 Број,31.9 Број,257 Број,105 Број,2.4 Број,-6 Број,0 км,0 км,13502 Број,260 Број,0 Број,0 %,0 Број,0 %,125 Број,2.4 Број,55.5 %,34.5 %
58,Beograd-Mladenovac,Beogradska oblast (Grad Beograd),Београд-Младеновац,Београдска област (Град Београд),2019,339 км2,6860.1 ха,20.2 %,22 Број,152 Број,17512 Број,51613 Број,25344 Број,26269 Број,0.96 Однос,1.04 Однос,3703 Број,7.2 %,4127 Број,8 %,2037 Број,3.9 %,42242 Број,81.8 %,8488 Број,16.4 %,32849 Број,63.6 %,11008 Број,21.3 %,10934 Број,21.2 %,43.08 Број,142 Индекс,483 Број,9.36 ‰,733 Број,14.2 ‰,1 Број,2.1 ‰,-250 Број,-4.84 ‰,65.89 Индекс,1.55 Коефицијент,72.8 Број,77.4 Број,57.1 Број,23.8 Број,33.3 Број,246 Број,112 Број,2.2 Број,13 Број,0 км,0 км,14264 Број,276 Број,0 Број,0 %,0 Број,0 %,162 Број,3.1 Број,55.5 %,34.5 %
59,Beograd-Mladenovac,Beogradska oblast (Grad Beograd),Београд-Младеновац,Београдска област (Град Београд),2020,339 км2,6860.11 ха,20.2 %,22 Број,151 Број,17512 Број,51275 Број,25161 Број,26114 Број,0.96 Однос,1.04 Однос,3678 Број,7.2 %,4142 Број,8.1 %,2054 Број,4 %,41895 Број,81.7 %,8326 Број,16.2 %,32330 Број,63.1 %,10877 Број,21.2 %,11125 Број,21.7 %,43.09 Број,142.4 Индекс,505 Број,9.85 ‰,922 Број,17.98 ‰,0 Број,0 ‰,-417 Број,-8.13 ‰,54.77 Индекс,1.67 Коефицијент,72.3 Број,77.2 Број,58.6 Број,24.2 Број,34.4 Број,184 Број,83 Број,2.2 Број,-23 Број,0 км,0 км,15130 Број,295 Број,0 Број,0 %,0 Број,0 %,205 Број,4 Број,47.9 %,40 %
60,Beograd-Novi Beograd,Beogradska oblast (Grad Beograd),Београд-Нови Београд,Београдска област (Град Београд),2011,44 км2,102.15 ха,2.3 %,0 Број,4877 Број,81073 Број,214587 Број,99577 Број,115010 Број,0.87 Однос,1.15 Однос,14003 Број,6.5 %,13921 Број,6.5 %,7610 Број,3.5 %,181009 Број,84.4 %,37896 Број,17.7 %,148825 Број,69.4 %,51477 Број,24 %,37838 Број,17.6 %,42.86 Број,144.9 Индекс,2233 Број,10.41 ‰,2666 Број,12.42 ‰,18 Број,8.1 ‰,-433 Број,-2.02 ‰,83.76 Индекс,1.33 Коефицијент,73.9 Број,78.4 Број,44.2 Број,18.8 Број,25.4 Број,1370 Број,538 Број,2.5 Број,-235 Број,0 км,0 км,94690 Број,441 Број,0 Број,0 %,0 Број,0 %,393 Број,1.8 Број,61.2 %,35.8 %
61,Beograd-Novi Beograd,Beogradska oblast (Grad Beograd),Београд-Нови Београд,Београдска област (Град Београд),2012,41 км2,102.15 ха,2.5 %,0 Број,5231 Број,81073 Број,214467 Број,99431 Број,115036 Број,0.86 Однос,1.16 Однос,14397 Број,6.7 %,14039 Број,6.5 %,7400 Број,3.5 %,180547 Број,84.2 %,36553 Број,17 %,147525 Број,68.8 %,51091 Број,23.8 %,38506 Број,18 %,42.96 Број,147.2 Индекс,2363 Број,11.02 ‰,2683 Број,12.51 ‰,11 Број,4.7 ‰,-320 Број,-1.49 ‰,88.07 Индекс,1.41 Коефицијент,74.2 Број,78.6 Број,45.4 Број,19.3 Број,26.1 Број,1258 Број,272 Број,4.6 Број,747 Број,0 км,0 км,90247 Број,421 Број,0 Број,0 %,0 Број,0 %,875 Број,4.1 Број,55 %,35.8 %
62,Beograd-Novi Beograd,Beogradska oblast (Grad Beograd),Београд-Нови Београд,Београдска област (Град Београд),2013,41 км2,102.15 ха,2.5 %,0 Број,5232 Број,81073 Број,214511 Број,99311 Број,115200 Број,0.86 Однос,1.16 Однос,14814 Број,6.9 %,14290 Број,6.7 %,7201 Број,3.4 %,180093 Број,84 %,35233 Број,16.4 %,145968 Број,68 %,50884 Број,23.7 %,39439 Број,18.4 %,43.02 Број,148.9 Индекс,2284 Број,10.65 ‰,2715 Број,12.66 ‰,19 Број,8.3 ‰,-431 Број,-2.01 ‰,84.13 Индекс,1.37 Коефицијент,74.2 Број,78.8 Број,47 Број,19.9 Број,27 Број,1281 Број,208 Број,6.2 Број,94 Број,0 км,0 км,87159 Број,406 Број,0 Број,0 %,0 Број,0 %,1007 Број,4.7 Број,55 %,35.8 %
63,Beograd-Novi Beograd,Beogradska oblast (Grad Beograd),Београд-Нови Београд,Београдска област (Град Београд),2014,41 км2,82.35 ха,2 %,0 Број,5226 Број,81073 Број,214277 Број,99102 Број,115175 Број,0.86 Однос,1.16 Однос,15323 Број,7.2 %,14532 Број,6.8 %,6951 Број,3.2 %,179304 Број,83.7 %,33867 Број,15.8 %,144004 Број,67.2 %,50625 Број,23.6 %,40418 Број,18.9 %,43.06 Број,149.8 Индекс,2351 Број,10.97 ‰,2713 Број,12.66 ‰,10 Број,4.3 ‰,-362 Број,-1.69 ‰,86.66 Индекс,1.43 Коефицијент,74.5 Број,79.1 Број,48.8 Број,20.7 Број,28.1 Број,1286 Број,216 Број,6 Број,230 Број,0 км,0 км,86928 Број,406 Број,0 Број,0 %,0 Број,0 %,617 Број,2.9 Број,55 %,35.8 %
64,Beograd-Novi Beograd,Beogradska oblast (Grad Beograd),Београд-Нови Београд,Београдска област (Град Београд),2015,41 км2,82.35 ха,2 %,0 Број,5225 Број,81073 Број,214229 Број,99093 Број,115136 Број,0.86 Однос,1.16 Однос,15940 Број,7.4 %,14865 Број,6.9 %,6727 Број,3.1 %,178456 Број,83.3 %,32579 Број,15.2 %,141858 Број,66.2 %,50298 Број,23.5 %,41566 Број,19.4 %,43.07 Број,149.6 Индекс,2440 Број,11.39 ‰,2707 Број,12.64 ‰,5 Број,2 ‰,-267 Број,-1.25 ‰,90.14 Индекс,1.48 Коефицијент,74.9 Број,79.3 Број,51 Број,21.7 Број,29.3 Број,1192 Број,186 Број,6.4 Број,303 Број,0 км,0 км,87691 Број,409 Број,0 Број,0 %,0 Број,0 %,999 Број,4.7 Број,55 %,35.8 %
65,Beograd-Novi Beograd,Beogradska oblast (Grad Beograd),Београд-Нови Београд,Београдска област (Град Београд),2016,41 км2,82.35 ха,2 %,0 Број,5223 Број,81073 Број,214132 Број,99065 Број,115067 Број,0.86 Однос,1.16 Однос,16338 Број,7.6 %,15194 Број,7.1 %,6727 Број,3.1 %,177563 Број,82.9 %,31729 Број,14.8 %,140045 Број,65.4 %,50078 Број,23.4 %,42555 Број,19.9 %,43.07 Број,148.6 Индекс,2233 Број,10.43 ‰,2748 Број,12.83 ‰,9 Број,4 ‰,-515 Број,-2.41 ‰,81.26 Индекс,1.39 Коефицијент,75.4 Број,79.4 Број,52.9 Број,22.5 Број,30.4 Број,1150 Број,366 Број,3.1 Број,284 Број,0 км,0 км,89985 Број,420 Број,0 Број,0 %,0 Број,0 %,421 Број,2 Број,53.7 %,34.7 %
66,Beograd-Novi Beograd,Beogradska oblast (Grad Beograd),Београд-Нови Београд,Београдска област (Град Београд),2017,41 км2,83.05 ха,2 %,0 Број,5219 Број,81073 Број,213985 Број,98997 Број,114988 Број,0.86 Однос,1.16 Однос,16579 Број,7.7 %,15515 Број,7.3 %,6895 Број,3.2 %,176614 Број,82.5 %,31121 Број,14.5 %,138445 Број,64.7 %,50048 Број,23.4 %,43446 Број,20.3 %,43.06 Број,146.6 Индекс,2384 Број,11.14 ‰,2774 Број,12.96 ‰,9 Број,3.8 ‰,-390 Број,-1.82 ‰,85.94 Индекс,1.5 Коефицијент,75.5 Број,79.6 Број,54.6 Број,23.2 Број,31.4 Број,1134 Број,219 Број,5.2 Број,328 Број,0 км,0 км,96123 Број,449 Број,0 Број,0 %,0 Број,0 %,1061 Број,5 Број,53.7 %,34.7 %
67,Beograd-Novi Beograd,Beogradska oblast (Grad Beograd),Београд-Нови Београд,Београдска област (Град Београд),2018,41 км2,83.05 ха,2 %,0 Број,5213 Број,81073 Број,213742 Број,98863 Број,114879 Број,0.86 Однос,1.16 Однос,16782 Број,7.9 %,15947 Број,7.5 %,7095 Број,3.3 %,175558 Број,82.1 %,30443 Број,14.2 %,136613 Број,63.9 %,49934 Број,23.4 %,44400 Број,20.8 %,43.05 Број,143.5 Индекс,2248 Број,10.52 ‰,2806 Број,13.13 ‰,7 Број,3.1 ‰,-558 Број,-2.61 ‰,80.11 Индекс,1.43 Коефицијент,75.4 Број,79.7 Број,56.5 Број,24 Број,32.5 Број,1182 Број,319 Број,3.7 Број,134 Број,0 км,0 км,101183 Број,473 Број,0 Број,0 %,0 Број,0 %,340 Број,1.6 Број,53.7 %,34.7 %
68,Beograd-Novi Beograd,Beogradska oblast (Grad Beograd),Београд-Нови Београд,Београдска област (Град Београд),2019,41 км2,83.05 ха,2 %,0 Број,5196 Број,81073 Број,213040 Број,98517 Број,114523 Број,0.86 Однос,1.16 Однос,16795 Број,7.9 %,16469 Број,7.7 %,7207 Број,3.4 %,174341 Број,81.8 %,29750 Број,14 %,134663 Број,63.2 %,49587 Број,23.3 %,45113 Број,21.2 %,43.06 Број,140.5 Индекс,2288 Број,10.74 ‰,2754 Број,12.93 ‰,8 Број,3.5 ‰,-466 Број,-2.19 ‰,83.08 Индекс,1.5 Коефицијент,75.5 Број,80 Број,58.2 Број,24.7 Број,33.5 Број,1063 Број,256 Број,4.2 Број,-516 Број,0 км,0 км,107077 Број,503 Број,0 Број,0 %,0 Број,0 %,544 Број,2.6 Број,53.7 %,34.7 %
69,Beograd-Novi Beograd,Beogradska oblast (Grad Beograd),Београд-Нови Београд,Београдска област (Град Београд),2020,41 км2,83.05 ха,2 %,0 Број,5166 Број,81073 Број,211788 Број,97872 Број,113916 Број,0.86 Однос,1.16 Однос,16578 Број,7.8 %,16977 Број,8 %,7241 Број,3.4 %,172827 Број,81.6 %,29192 Број,13.8 %,132785 Број,62.7 %,49183 Број,23.2 %,45448 Број,21.5 %,43 Број,137.8 Индекс,2051 Број,9.68 ‰,3267 Број,15.43 ‰,6 Број,2.9 ‰,-1216 Број,-5.74 ‰,62.78 Индекс,1.38 Коефицијент,74.9 Број,79.6 Број,59.5 Број,25.3 Број,34.2 Број,709 Број,159 Број,4.5 Број,-306 Број,0 км,0 км,110831 Број,523 Број,0 Број,0 %,0 Број,0 %,831 Број,3.9 Број,36.1 %,38.8 %
70,Beograd-Obrenovac,Beogradska oblast (Grad Beograd),Београд-Обреновац,Београдска област (Град Београд),2011,410 км2,3032.96 ха,7.4 %,29 Број,177 Број,23712 Број,72459 Број,35772 Број,36687 Број,0.98 Однос,1.03 Однос,5110 Број,7.1 %,5820 Број,8 %,3253 Број,4.5 %,59124 Број,81.6 %,13577 Број,18.7 %,50049 Број,69.1 %,16296 Број,22.5 %,11480 Број,15.8 %,41.32 Број,110.9 Индекс,716 Број,9.88 ‰,966 Број,13.33 ‰,4 Број,5.6 ‰,-250 Број,-3.45 ‰,74.12 Индекс,1.51 Коефицијент,70.8 Број,75.5 Број,44.8 Број,21.8 Број,22.9 Број,370 Број,3 Број,123.3 Број,384 Број,0 км,0 км,15863 Број,219 Број,0 Број,0 %,0 Број,0 %,564 Број,7.8 Број,61.7 %,21.8 %
71,Beograd-Obrenovac,Beogradska oblast (Grad Beograd),Београд-Обреновац,Београдска област (Град Београд),2012,410 км2,3032.96 ха,7.4 %,29 Број,177 Број,23712 Број,72621 Број,35837 Број,36784 Број,0.97 Однос,1.03 Однос,5101 Број,7 %,5921 Број,8.2 %,3142 Број,4.3 %,59304 Број,81.7 %,13394 Број,18.4 %,49963 Број,68.8 %,16185 Број,22.3 %,11636 Број,16 %,41.45 Број,114.1 Индекс,769 Број,10.59 ‰,943 Број,12.99 ‰,9 Број,11.7 ‰,-174 Број,-2.4 ‰,81.55 Индекс,1.62 Коефицијент,71.7 Број,76.1 Број,45.3 Број,22.1 Број,23.3 Број,411 Број,4 Број,102.8 Број,364 Број,0 км,0 км,16535 Број,228 Број,0 Број,0 %,0 Број,0 %,418 Број,5.8 Број,58 %,34.5 %
72,Beograd-Obrenovac,Beogradska oblast (Grad Beograd),Београд-Обреновац,Београдска област (Град Београд),2013,410 км2,3032.96 ха,7.4 %,29 Број,177 Број,23712 Број,72683 Број,35842 Број,36841 Број,0.97 Однос,1.03 Однос,5170 Број,7.1 %,5991 Број,8.2 %,3011 Број,4.1 %,59332 Број,81.6 %,13103 Број,18 %,49608 Број,68.3 %,16033 Број,22.1 %,11914 Број,16.4 %,41.59 Број,117.7 Индекс,750 Број,10.32 ‰,960 Број,13.21 ‰,6 Број,8 ‰,-210 Број,-2.89 ‰,78.13 Индекс,1.6 Коефицијент,71.7 Број,77 Број,46.5 Број,22.5 Број,24 Број,424 Број,6 Број,70.7 Број,144 Број,0 км,0 км,17084 Број,235 Број,0 Број,0 %,0 Број,0 %,44 Број,0.6 Број,58 %,34.5 %
73,Beograd-Obrenovac,Beogradska oblast (Grad Beograd),Београд-Обреновац,Београдска област (Град Београд),2014,410 км2,7551.87 ха,18.4 %,29 Број,177 Број,23712 Број,72522 Број,35753 Број,36769 Број,0.97 Однос,1.03 Однос,5199 Број,7.2 %,6010 Број,8.3 %,2918 Број,4 %,59172 Број,81.6 %,12779 Број,17.6 %,49094 Број,67.7 %,15874 Број,21.9 %,12219 Број,16.8 %,41.73 Број,121.2 Индекс,717 Број,9.89 ‰,1035 Број,14.27 ‰,4 Број,5.6 ‰,-318 Број,-4.38 ‰,69.28 Индекс,1.55 Коефицијент,72.1 Број,77 Број,47.7 Број,22.8 Број,24.9 Број,345 Број,27 Број,12.8 Број,63 Број,0 км,0 км,17355 Број,239 Број,0 Број,0 %,0 Број,0 %,151 Број,2.1 Број,58 %,34.5 %
